Date;Time;NO2(GT);PT08.S4(NO2)
12.09.2004;11.00.00;-200;1456
12.09.2004;12.00.00;-200;1542
12.09.2004;13.00.00;-200;1660
12.09.2004;14.00.00;-200;1421
12.09.2004;15.00.00;-200;1438
12.09.2004;16.00.00;-200;1602
12.09.2004;17.00.00;-200;1664
12.09.2004;18.00.00;-200;1604
12.09.2004;19.00.00;-200;1763
12.09.2004;20.00.00;-200;1886
12.09.2004;21.00.00;-200;1796
12.09.2004;22.00.00;-200;2260
12.09.2004;23.00.00;-200;1772
13.09.2004;00.00.00;-200;1570
13.09.2004;01.00.00;-200;1473
13.09.2004;02.00.00;-200;1452
13.09.2004;03.00.00;-200;1443
13.09.2004;04.00.00;-200;1436
13.09.2004;05.00.00;-200;1473
13.09.2004;06.00.00;-200;1578
13.09.2004;07.00.00;-200;2257
13.09.2004;08.00.00;-200;2374
13.09.2004;09.00.00;-200;1889
13.09.2004;10.00.00;138;1890
13.09.2004;11.00.00;138;1825
13.09.2004;12.00.00;138;1907
13.09.2004;13.00.00;137;1869
13.09.2004;14.00.00;120;1653
13.09.2004;15.00.00;208;1623
13.09.2004;16.00.00;128;1676
13.09.2004;17.00.00;145;1735
13.09.2004;18.00.00;-200;1982
13.09.2004;19.00.00;168;2289
13.09.2004;20.00.00;177;2064
13.09.2004;21.00.00;172;1883
13.09.2004;22.00.00;112;1782
13.09.2004;23.00.00;39;1499
14.09.2004;00.00.00;68;1456
14.09.2004;01.00.00;51;1382
14.09.2004;02.00.00;-200;1375
14.09.2004;03.00.00;-200;1403
14.09.2004;04.00.00;-200;1428
14.09.2004;05.00.00;-200;1462
14.09.2004;06.00.00;-200;1633
14.09.2004;07.00.00;-200;2301
14.09.2004;08.00.00;-200;2382
14.09.2004;09.00.00;-200;2004
14.09.2004;10.00.00;-200;1750
14.09.2004;11.00.00;-200;1870
14.09.2004;12.00.00;-200;1788
14.09.2004;13.00.00;-200;1690
14.09.2004;14.00.00;-200;1516
14.09.2004;15.00.00;-200;1791
14.09.2004;16.00.00;-200;2010
14.09.2004;17.00.00;-200;2200
14.09.2004;18.00.00;-200;1926
14.09.2004;19.00.00;-200;1807
14.09.2004;20.00.00;-200;1575
14.09.2004;21.00.00;-200;1490
14.09.2004;22.00.00;-200;1454
14.09.2004;23.00.00;-200;1497
15.09.2004;00.00.00;-200;1472
15.09.2004;01.00.00;-200;1405
15.09.2004;02.00.00;-200;1460
15.09.2004;03.00.00;-200;1468
15.09.2004;04.00.00;-200;1481
15.09.2004;05.00.00;-200;1499
15.09.2004;06.00.00;-200;1654
15.09.2004;07.00.00;-200;1962
15.09.2004;08.00.00;-200;2345
15.09.2004;09.00.00;-200;1968
15.09.2004;10.00.00;-200;1989
15.09.2004;11.00.00;-200;2080
15.09.2004;12.00.00;-200;2044
15.09.2004;13.00.00;-200;1975
15.09.2004;14.00.00;-200;1930
15.09.2004;15.00.00;-200;2031
15.09.2004;16.00.00;-200;1939
15.09.2004;17.00.00;112;1929
15.09.2004;18.00.00;170;2265
15.09.2004;19.00.00;173;2409
15.09.2004;20.00.00;135;2016
15.09.2004;21.00.00;93;1635
15.09.2004;22.00.00;74;1724
15.09.2004;23.00.00;69;1640
16.09.2004;00.00.00;109;1649
16.09.2004;01.00.00;55;1496
16.09.2004;02.00.00;49;1421
16.09.2004;03.00.00;-200;1485
16.09.2004;04.00.00;42;1471
16.09.2004;05.00.00;50;1562
16.09.2004;06.00.00;53;1699
16.09.2004;07.00.00;86;2140
16.09.2004;08.00.00;81;2194
16.09.2004;09.00.00;96;2033
16.09.2004;10.00.00;96;1758
16.09.2004;11.00.00;79;1505
16.09.2004;12.00.00;95;1580
16.09.2004;13.00.00;127;1609
16.09.2004;14.00.00;102;1514
16.09.2004;15.00.00;107;1524
16.09.2004;16.00.00;110;1574
16.09.2004;17.00.00;124;1745
16.09.2004;18.00.00;113;1790
16.09.2004;19.00.00;104;1800
16.09.2004;20.00.00;117;1641
16.09.2004;21.00.00;94;1528
16.09.2004;22.00.00;-200;1560
16.09.2004;23.00.00;-200;1488
17.09.2004;00.00.00;109;1633
17.09.2004;01.00.00;72;1408
17.09.2004;02.00.00;40;1295
17.09.2004;03.00.00;-200;1266
17.09.2004;04.00.00;23;1247
17.09.2004;05.00.00;24;1234
17.09.2004;06.00.00;41;1278
17.09.2004;07.00.00;99;1708
17.09.2004;08.00.00;91;1544
17.09.2004;09.00.00;81;1398
17.09.2004;10.00.00;95;1417
17.09.2004;11.00.00;113;1460
17.09.2004;12.00.00;89;1441
17.09.2004;13.00.00;88;1490
17.09.2004;14.00.00;81;1357
17.09.2004;15.00.00;82;1476
17.09.2004;16.00.00;115;1556
17.09.2004;17.00.00;112;1660
17.09.2004;18.00.00;116;1647
17.09.2004;19.00.00;129;1605
17.09.2004;20.00.00;110;1448
17.09.2004;21.00.00;105;1344
17.09.2004;22.00.00;90;1317
17.09.2004;23.00.00;94;1331
18.09.2004;00.00.00;96;1365
18.09.2004;01.00.00;70;1240
18.09.2004;02.00.00;57;1215
18.09.2004;03.00.00;-200;1189
18.09.2004;04.00.00;45;1195
18.09.2004;05.00.00;42;1190
18.09.2004;06.00.00;71;1257
18.09.2004;07.00.00;82;1371
18.09.2004;08.00.00;81;1317
18.09.2004;09.00.00;89;1413
18.09.2004;10.00.00;83;1324
18.09.2004;11.00.00;82;1274
18.09.2004;12.00.00;78;1319
18.09.2004;13.00.00;79;1339
18.09.2004;14.00.00;78;1268
18.09.2004;15.00.00;73;1278
18.09.2004;16.00.00;73;1267
18.09.2004;17.00.00;100;1338
18.09.2004;18.00.00;122;1447
18.09.2004;19.00.00;132;1512
18.09.2004;20.00.00;116;1424
18.09.2004;21.00.00;109;1404
18.09.2004;22.00.00;109;1456
18.09.2004;23.00.00;116;1563
19.09.2004;00.00.00;104;1534
19.09.2004;01.00.00;81;1436
19.09.2004;02.00.00;64;1415
19.09.2004;03.00.00;-200;1484
19.09.2004;04.00.00;54;1339
19.09.2004;05.00.00;35;1256
19.09.2004;06.00.00;44;1289
19.09.2004;07.00.00;62;1351
19.09.2004;08.00.00;68;1451
19.09.2004;09.00.00;85;1465
19.09.2004;10.00.00;110;1536
19.09.2004;11.00.00;115;1485
19.09.2004;12.00.00;129;1508
19.09.2004;13.00.00;106;1549
19.09.2004;14.00.00;87;1545
19.09.2004;15.00.00;70;1289
19.09.2004;16.00.00;106;1385
19.09.2004;17.00.00;151;1816
19.09.2004;18.00.00;179;1655
19.09.2004;19.00.00;188;1806
19.09.2004;20.00.00;187;1704
19.09.2004;21.00.00;121;1506
19.09.2004;22.00.00;99;1509
19.09.2004;23.00.00;100;1517
20.09.2004;00.00.00;79;1407
20.09.2004;01.00.00;57;1343
20.09.2004;02.00.00;43;1301
20.09.2004;03.00.00;-200;1281
20.09.2004;04.00.00;50;1281
20.09.2004;05.00.00;47;1304
20.09.2004;06.00.00;60;1373
20.09.2004;07.00.00;91;2026
20.09.2004;08.00.00;-200;2338
20.09.2004;09.00.00;159;2146
20.09.2004;10.00.00;173;1815
20.09.2004;11.00.00;174;1835
20.09.2004;12.00.00;165;1774
20.09.2004;13.00.00;136;1681
20.09.2004;14.00.00;125;1523
20.09.2004;15.00.00;122;1563
20.09.2004;16.00.00;124;1639
20.09.2004;17.00.00;184;1990
20.09.2004;18.00.00;200;2080
20.09.2004;19.00.00;225;2167
20.09.2004;20.00.00;168;1685
20.09.2004;21.00.00;118;1455
20.09.2004;22.00.00;115;1437
20.09.2004;23.00.00;94;1407
21.09.2004;00.00.00;62;1311
21.09.2004;01.00.00;68;1295
21.09.2004;02.00.00;50;1271
21.09.2004;03.00.00;-200;1254
21.09.2004;04.00.00;36;1246
21.09.2004;05.00.00;53;1307
21.09.2004;06.00.00;79;1499
21.09.2004;07.00.00;133;2288
21.09.2004;08.00.00;148;2531
21.09.2004;09.00.00;161;2115
21.09.2004;10.00.00;191;1991
21.09.2004;11.00.00;158;1792
21.09.2004;12.00.00;157;1768
21.09.2004;13.00.00;188;1846
21.09.2004;14.00.00;143;1635
21.09.2004;15.00.00;152;1696
21.09.2004;16.00.00;168;1759
21.09.2004;17.00.00;205;2072
21.09.2004;18.00.00;204;2158
21.09.2004;19.00.00;210;2087
21.09.2004;20.00.00;173;1899
21.09.2004;21.00.00;123;1620
21.09.2004;22.00.00;92;1494
21.09.2004;23.00.00;77;1491
22.09.2004;00.00.00;74;1430
22.09.2004;01.00.00;74;1409
22.09.2004;02.00.00;47;1302
22.09.2004;03.00.00;-200;1304
22.09.2004;04.00.00;44;1373
22.09.2004;05.00.00;69;1415
22.09.2004;06.00.00;79;1606
22.09.2004;07.00.00;108;2123
22.09.2004;08.00.00;119;2400
22.09.2004;09.00.00;165;2201
22.09.2004;10.00.00;172;1888
22.09.2004;11.00.00;180;1813
22.09.2004;12.00.00;130;1631
22.09.2004;13.00.00;120;1646
22.09.2004;14.00.00;117;1609
22.09.2004;15.00.00;141;1701
22.09.2004;16.00.00;151;1724
22.09.2004;17.00.00;218;2084
22.09.2004;18.00.00;213;2049
22.09.2004;19.00.00;194;2065
22.09.2004;20.00.00;167;1842
22.09.2004;21.00.00;115;1638
22.09.2004;22.00.00;98;1650
22.09.2004;23.00.00;93;1571
23.09.2004;00.00.00;87;1539
23.09.2004;01.00.00;71;1513
23.09.2004;02.00.00;49;1385
23.09.2004;03.00.00;-200;1336
23.09.2004;04.00.00;44;1337
23.09.2004;05.00.00;58;1339
23.09.2004;06.00.00;66;1491
23.09.2004;07.00.00;112;2049
23.09.2004;08.00.00;104;1897
23.09.2004;09.00.00;103;1853
23.09.2004;10.00.00;118;1766
23.09.2004;11.00.00;129;1784
23.09.2004;12.00.00;127;1775
23.09.2004;13.00.00;130;1795
23.09.2004;14.00.00;130;1746
23.09.2004;15.00.00;118;1733
23.09.2004;16.00.00;146;1860
23.09.2004;17.00.00;190;2075
23.09.2004;18.00.00;189;2059
23.09.2004;19.00.00;173;2056
23.09.2004;20.00.00;148;1785
23.09.2004;21.00.00;116;1646
23.09.2004;22.00.00;109;1559
23.09.2004;23.00.00;94;1504
24.09.2004;00.00.00;64;1437
24.09.2004;01.00.00;59;1419
24.09.2004;02.00.00;64;1394
24.09.2004;03.00.00;-200;1320
24.09.2004;04.00.00;52;1351
24.09.2004;05.00.00;55;1367
24.09.2004;06.00.00;83;1579
24.09.2004;07.00.00;114;2017
24.09.2004;08.00.00;137;2430
24.09.2004;09.00.00;160;2214
24.09.2004;10.00.00;138;1929
24.09.2004;11.00.00;134;1866
24.09.2004;12.00.00;143;1998
24.09.2004;13.00.00;153;2114
24.09.2004;14.00.00;145;2026
24.09.2004;15.00.00;123;1892
24.09.2004;16.00.00;96;1698
24.09.2004;17.00.00;107;1632
24.09.2004;18.00.00;119;1565
24.09.2004;19.00.00;109;1552
24.09.2004;20.00.00;107;1390
24.09.2004;21.00.00;57;1188
24.09.2004;22.00.00;60;1129
24.09.2004;23.00.00;22;1156
25.09.2004;00.00.00;2;1161
25.09.2004;01.00.00;7;1178
25.09.2004;02.00.00;8;1106
25.09.2004;03.00.00;-200;1059
25.09.2004;04.00.00;27;1071
25.09.2004;05.00.00;14;1072
25.09.2004;06.00.00;3;1097
25.09.2004;07.00.00;9;1130
25.09.2004;08.00.00;14;1138
25.09.2004;09.00.00;52;1207
25.09.2004;10.00.00;64;1171
25.09.2004;11.00.00;66;1243
25.09.2004;12.00.00;14;1183
25.09.2004;13.00.00;9;1171
25.09.2004;14.00.00;12;1117
25.09.2004;15.00.00;14;1068
25.09.2004;16.00.00;21;1095
25.09.2004;17.00.00;43;1193
25.09.2004;18.00.00;62;1262
25.09.2004;19.00.00;68;1312
25.09.2004;20.00.00;81;1321
25.09.2004;21.00.00;88;1227
25.09.2004;22.00.00;99;1358
25.09.2004;23.00.00;98;1473
26.09.2004;00.00.00;97;1350
26.09.2004;01.00.00;101;1413
26.09.2004;02.00.00;90;1287
26.09.2004;03.00.00;-200;1304
26.09.2004;04.00.00;61;1226
26.09.2004;05.00.00;55;1188
26.09.2004;06.00.00;46;1153
26.09.2004;07.00.00;56;1224
26.09.2004;08.00.00;83;1321
26.09.2004;09.00.00;55;1117
26.09.2004;10.00.00;47;1104
26.09.2004;11.00.00;61;1129
26.09.2004;12.00.00;58;1138
26.09.2004;13.00.00;59;1160
26.09.2004;14.00.00;54;1169
26.09.2004;15.00.00;69;1098
26.09.2004;16.00.00;54;1121
26.09.2004;17.00.00;95;1327
26.09.2004;18.00.00;99;1278
26.09.2004;19.00.00;127;1384
26.09.2004;20.00.00;98;1287
26.09.2004;21.00.00;112;1311
26.09.2004;22.00.00;115;1351
26.09.2004;23.00.00;114;1398
27.09.2004;00.00.00;103;1365
27.09.2004;01.00.00;81;1265
27.09.2004;02.00.00;75;1247
27.09.2004;03.00.00;-200;1178
27.09.2004;04.00.00;64;1188
27.09.2004;05.00.00;71;1266
27.09.2004;06.00.00;99;1399
27.09.2004;07.00.00;132;1973
27.09.2004;08.00.00;135;1708
27.09.2004;09.00.00;94;1314
27.09.2004;10.00.00;103;1351
27.09.2004;11.00.00;123;1328
27.09.2004;12.00.00;95;1275
27.09.2004;13.00.00;90;1276
27.09.2004;14.00.00;99;1306
27.09.2004;15.00.00;107;1316
27.09.2004;16.00.00;112;1401
27.09.2004;17.00.00;132;1582
27.09.2004;18.00.00;148;1539
27.09.2004;19.00.00;158;1679
27.09.2004;20.00.00;145;1517
27.09.2004;21.00.00;128;1400
27.09.2004;22.00.00;105;1298
27.09.2004;23.00.00;90;1253
28.09.2004;00.00.00;85;1189
28.09.2004;01.00.00;73;1137
28.09.2004;02.00.00;74;1113
28.09.2004;03.00.00;-200;1080
28.09.2004;04.00.00;61;1089
28.09.2004;05.00.00;69;1154
28.09.2004;06.00.00;82;1253
28.09.2004;07.00.00;120;1503
28.09.2004;08.00.00;135;1849
28.09.2004;09.00.00;152;1683
28.09.2004;10.00.00;177;1595
28.09.2004;11.00.00;181;1663
28.09.2004;12.00.00;176;1670
28.09.2004;13.00.00;163;1676
28.09.2004;14.00.00;174;1570
28.09.2004;15.00.00;117;1402
28.09.2004;16.00.00;145;1598
28.09.2004;17.00.00;173;1854
28.09.2004;18.00.00;204;2098
28.09.2004;19.00.00;209;2165
28.09.2004;20.00.00;175;1841
28.09.2004;21.00.00;129;1480
28.09.2004;22.00.00;111;1359
28.09.2004;23.00.00;85;1263
29.09.2004;00.00.00;86;1270
29.09.2004;01.00.00;71;1223
29.09.2004;02.00.00;60;1157
29.09.2004;03.00.00;-200;1152
29.09.2004;04.00.00;48;1161
29.09.2004;05.00.00;45;1134
29.09.2004;06.00.00;53;1203
29.09.2004;07.00.00;94;1516
29.09.2004;08.00.00;122;1968
29.09.2004;09.00.00;170;1973
29.09.2004;10.00.00;174;1747
29.09.2004;11.00.00;191;1673
29.09.2004;12.00.00;179;1728
29.09.2004;13.00.00;148;1644
29.09.2004;14.00.00;129;1483
29.09.2004;15.00.00;148;1551
29.09.2004;16.00.00;184;1613
29.09.2004;17.00.00;188;1677
29.09.2004;18.00.00;204;1997
29.09.2004;19.00.00;201;2088
29.09.2004;20.00.00;165;1797
29.09.2004;21.00.00;133;1454
29.09.2004;22.00.00;125;1445
29.09.2004;23.00.00;101;1298
30.09.2004;00.00.00;79;1276
30.09.2004;01.00.00;-200;1259
30.09.2004;02.00.00;-200;1173
30.09.2004;03.00.00;-200;1143
30.09.2004;04.00.00;-200;1189
30.09.2004;05.00.00;-200;1226
30.09.2004;06.00.00;-200;1379
30.09.2004;07.00.00;-200;1946
30.09.2004;08.00.00;-200;2197
30.09.2004;09.00.00;-200;1779
30.09.2004;10.00.00;-200;1795
30.09.2004;11.00.00;-200;1835
30.09.2004;12.00.00;-200;1489
30.09.2004;13.00.00;101;1510
30.09.2004;14.00.00;113;1638
30.09.2004;15.00.00;121;1744
30.09.2004;16.00.00;146;1978
30.09.2004;17.00.00;188;2365
30.09.2004;18.00.00;182;2259
30.09.2004;19.00.00;166;2130
30.09.2004;20.00.00;142;1854
30.09.2004;21.00.00;84;1549
30.09.2004;22.00.00;87;1500
30.09.2004;23.00.00;91;1577
01.10.2004;00.00.00;91;1572
01.10.2004;01.00.00;74;1557
01.10.2004;02.00.00;69;1465
01.10.2004;03.00.00;-200;1348
01.10.2004;04.00.00;54;1326
01.10.2004;05.00.00;60;1371
01.10.2004;06.00.00;69;1568
01.10.2004;07.00.00;91;1816
01.10.2004;08.00.00;97;2130
01.10.2004;09.00.00;114;1900
01.10.2004;10.00.00;129;1908
01.10.2004;11.00.00;137;1879
01.10.2004;12.00.00;134;1943
01.10.2004;13.00.00;132;2005
01.10.2004;14.00.00;123;-200
01.10.2004;15.00.00;105;1668
01.10.2004;16.00.00;136;1853
01.10.2004;17.00.00;169;2130
01.10.2004;18.00.00;-200;2205
01.10.2004;19.00.00;-200;2338
01.10.2004;20.00.00;-200;1902
01.10.2004;21.00.00;-200;1710
01.10.2004;22.00.00;-200;1592
01.10.2004;23.00.00;-200;1523
02.10.2004;00.00.00;-200;1595
02.10.2004;01.00.00;-200;1512
02.10.2004;02.00.00;-200;1500
02.10.2004;03.00.00;-200;1388
02.10.2004;04.00.00;-200;1384
02.10.2004;05.00.00;-200;1458
02.10.2004;06.00.00;-200;1479
02.10.2004;07.00.00;-200;1691
02.10.2004;08.00.00;-200;1677
02.10.2004;09.00.00;-200;1665
02.10.2004;10.00.00;-200;1587
02.10.2004;11.00.00;-200;1650
02.10.2004;12.00.00;-200;1641
02.10.2004;13.00.00;-200;1640
02.10.2004;14.00.00;-200;1499
02.10.2004;15.00.00;-200;1533
02.10.2004;16.00.00;-200;1589
02.10.2004;17.00.00;-200;1648
02.10.2004;18.00.00;-200;1688
02.10.2004;19.00.00;-200;1954
02.10.2004;20.00.00;-200;1849
02.10.2004;21.00.00;-200;1633
02.10.2004;22.00.00;-200;1577
02.10.2004;23.00.00;-200;1526
03.10.2004;00.00.00;-200;1506
03.10.2004;01.00.00;-200;1467
03.10.2004;02.00.00;-200;1416
03.10.2004;03.00.00;-200;1412
03.10.2004;04.00.00;-200;1391
03.10.2004;05.00.00;-200;1377
03.10.2004;06.00.00;-200;1370
03.10.2004;07.00.00;-200;1469
03.10.2004;08.00.00;-200;1476
03.10.2004;09.00.00;-200;1538
03.10.2004;10.00.00;-200;1638
03.10.2004;11.00.00;-200;1517
03.10.2004;12.00.00;-200;1588
03.10.2004;13.00.00;-200;1517
03.10.2004;14.00.00;-200;1446
03.10.2004;15.00.00;-200;1458
03.10.2004;16.00.00;-200;1449
03.10.2004;17.00.00;-200;1488
03.10.2004;18.00.00;-200;1619
03.10.2004;19.00.00;-200;1925
03.10.2004;20.00.00;-200;1929
03.10.2004;21.00.00;-200;1587
03.10.2004;22.00.00;-200;1506
03.10.2004;23.00.00;-200;1522
04.10.2004;00.00.00;-200;1432
04.10.2004;01.00.00;-200;1431
04.10.2004;02.00.00;-200;1323
04.10.2004;03.00.00;-200;1322
04.10.2004;04.00.00;-200;1326
04.10.2004;05.00.00;-200;1351
04.10.2004;06.00.00;-200;1373
04.10.2004;07.00.00;-200;1573
04.10.2004;08.00.00;-200;1864
04.10.2004;09.00.00;-200;1967
04.10.2004;10.00.00;-200;1886
04.10.2004;11.00.00;-200;1910
04.10.2004;12.00.00;-200;1931
04.10.2004;13.00.00;-200;1829
04.10.2004;14.00.00;-200;1655
04.10.2004;15.00.00;-200;1707
04.10.2004;16.00.00;-200;1898
04.10.2004;17.00.00;-200;2181
04.10.2004;18.00.00;-200;2523
04.10.2004;19.00.00;-200;2612
04.10.2004;20.00.00;-200;1925
04.10.2004;21.00.00;-200;1539
04.10.2004;22.00.00;-200;1499
04.10.2004;23.00.00;-200;1446
05.10.2004;00.00.00;-200;1425
05.10.2004;01.00.00;-200;1335
05.10.2004;02.00.00;-200;1270
05.10.2004;03.00.00;-200;1280
05.10.2004;04.00.00;-200;1260
05.10.2004;05.00.00;-200;1334
05.10.2004;06.00.00;-200;1450
05.10.2004;07.00.00;-200;2195
05.10.2004;08.00.00;-200;1998
05.10.2004;09.00.00;-200;1870
05.10.2004;10.00.00;-200;1910
05.10.2004;11.00.00;-200;1790
05.10.2004;12.00.00;-200;2130
05.10.2004;13.00.00;-200;1886
05.10.2004;14.00.00;-200;1717
05.10.2004;15.00.00;-200;1675
05.10.2004;16.00.00;-200;1841
05.10.2004;17.00.00;-200;2181
05.10.2004;18.00.00;-200;2403
05.10.2004;19.00.00;-200;2473
05.10.2004;20.00.00;-200;2018
05.10.2004;21.00.00;-200;1829
05.10.2004;22.00.00;-200;1580
05.10.2004;23.00.00;-200;1470
06.10.2004;00.00.00;-200;1411
06.10.2004;01.00.00;-200;1377
06.10.2004;02.00.00;-200;1377
06.10.2004;03.00.00;-200;1310
06.10.2004;04.00.00;-200;1285
06.10.2004;05.00.00;-200;1304
06.10.2004;06.00.00;-200;1395
06.10.2004;07.00.00;-200;1972
06.10.2004;08.00.00;-200;2183
06.10.2004;09.00.00;-200;2039
06.10.2004;10.00.00;-200;1713
06.10.2004;11.00.00;-200;1771
06.10.2004;12.00.00;-200;1784
06.10.2004;13.00.00;-200;1845
06.10.2004;14.00.00;-200;1729
06.10.2004;15.00.00;-200;1789
06.10.2004;16.00.00;-200;1772
06.10.2004;17.00.00;-200;1966
06.10.2004;18.00.00;-200;2022
06.10.2004;19.00.00;-200;2553
06.10.2004;20.00.00;-200;2195
06.10.2004;21.00.00;-200;1759
06.10.2004;22.00.00;-200;1553
06.10.2004;23.00.00;-200;1570
07.10.2004;00.00.00;-200;1529
07.10.2004;01.00.00;-200;1385
07.10.2004;02.00.00;-200;1375
07.10.2004;03.00.00;-200;1321
07.10.2004;04.00.00;-200;1329
07.10.2004;05.00.00;-200;1400
07.10.2004;06.00.00;-200;1479
07.10.2004;07.00.00;-200;1899
07.10.2004;08.00.00;-200;2464
07.10.2004;09.00.00;-200;1937
07.10.2004;10.00.00;-200;1864
07.10.2004;11.00.00;-200;1668
07.10.2004;12.00.00;-200;1743
07.10.2004;13.00.00;-200;1739
07.10.2004;14.00.00;-200;1747
07.10.2004;15.00.00;-200;1651
07.10.2004;16.00.00;87;1707
07.10.2004;17.00.00;111;2110
07.10.2004;18.00.00;119;2024
07.10.2004;19.00.00;128;2370
07.10.2004;20.00.00;117;2280
07.10.2004;21.00.00;92;1715
07.10.2004;22.00.00;73;1572
07.10.2004;23.00.00;60;1556
08.10.2004;00.00.00;60;1517
08.10.2004;01.00.00;53;1423
08.10.2004;02.00.00;47;1317
08.10.2004;03.00.00;-200;1326
08.10.2004;04.00.00;43;1360
08.10.2004;05.00.00;47;1390
08.10.2004;06.00.00;50;1589
08.10.2004;07.00.00;81;2205
08.10.2004;08.00.00;75;2033
08.10.2004;09.00.00;87;1984
08.10.2004;10.00.00;128;2141
08.10.2004;11.00.00;105;1913
08.10.2004;12.00.00;101;1883
08.10.2004;13.00.00;100;1916
08.10.2004;14.00.00;98;1805
08.10.2004;15.00.00;98;1845
08.10.2004;16.00.00;98;1690
08.10.2004;17.00.00;90;1799
08.10.2004;18.00.00;84;1846
08.10.2004;19.00.00;101;1895
08.10.2004;20.00.00;98;1797
08.10.2004;21.00.00;76;1615
08.10.2004;22.00.00;71;1559
08.10.2004;23.00.00;71;1569
09.10.2004;00.00.00;66;1565
09.10.2004;01.00.00;62;1519
09.10.2004;02.00.00;58;1502
09.10.2004;03.00.00;-200;1447
09.10.2004;04.00.00;48;1450
09.10.2004;05.00.00;53;1549
09.10.2004;06.00.00;55;1548
09.10.2004;07.00.00;63;1872
09.10.2004;08.00.00;69;1940
09.10.2004;09.00.00;84;1868
09.10.2004;10.00.00;95;1899
09.10.2004;11.00.00;80;1689
09.10.2004;12.00.00;87;1873
09.10.2004;13.00.00;94;1812
09.10.2004;14.00.00;76;1650
09.10.2004;15.00.00;92;1775
09.10.2004;16.00.00;94;1716
09.10.2004;17.00.00;110;1907
09.10.2004;18.00.00;109;1990
09.10.2004;19.00.00;122;2065
09.10.2004;20.00.00;107;1796
09.10.2004;21.00.00;83;1641
09.10.2004;22.00.00;62;1565
09.10.2004;23.00.00;89;1738
10.10.2004;00.00.00;103;1812
10.10.2004;01.00.00;74;1664
10.10.2004;02.00.00;52;1560
10.10.2004;03.00.00;-200;1440
10.10.2004;04.00.00;38;1406
10.10.2004;05.00.00;39;1429
10.10.2004;06.00.00;59;1526
10.10.2004;07.00.00;56;1574
10.10.2004;08.00.00;51;1521
10.10.2004;09.00.00;51;1494
10.10.2004;10.00.00;58;1489
10.10.2004;11.00.00;68;1653
10.10.2004;12.00.00;81;1622
10.10.2004;13.00.00;73;1546
10.10.2004;14.00.00;69;1476
10.10.2004;15.00.00;81;1510
10.10.2004;16.00.00;82;1531
10.10.2004;17.00.00;71;1578
10.10.2004;18.00.00;81;1586
10.10.2004;19.00.00;87;1563
10.10.2004;20.00.00;72;1576
10.10.2004;21.00.00;63;1517
10.10.2004;22.00.00;63;1527
10.10.2004;23.00.00;63;1549
11.10.2004;00.00.00;55;1502
11.10.2004;01.00.00;52;1502
11.10.2004;02.00.00;32;1302
11.10.2004;03.00.00;-200;1304
11.10.2004;04.00.00;29;1321
11.10.2004;05.00.00;44;1385
11.10.2004;06.00.00;53;1486
11.10.2004;07.00.00;62;1888
11.10.2004;08.00.00;68;1971
11.10.2004;09.00.00;85;2049
11.10.2004;10.00.00;88;1789
11.10.2004;11.00.00;82;1623
11.10.2004;12.00.00;91;1738
11.10.2004;13.00.00;87;1837
11.10.2004;14.00.00;90;1810
11.10.2004;15.00.00;97;1667
11.10.2004;16.00.00;99;1814
11.10.2004;17.00.00;109;2072
11.10.2004;18.00.00;95;1966
11.10.2004;19.00.00;80;1920
11.10.2004;20.00.00;76;1751
11.10.2004;21.00.00;62;1556
11.10.2004;22.00.00;57;1525
11.10.2004;23.00.00;57;1381
12.10.2004;00.00.00;54;1340
12.10.2004;01.00.00;50;1345
12.10.2004;02.00.00;44;1277
12.10.2004;03.00.00;-200;1300
12.10.2004;04.00.00;34;1311
12.10.2004;05.00.00;44;1312
12.10.2004;06.00.00;74;1356
12.10.2004;07.00.00;101;1650
12.10.2004;08.00.00;103;1594
12.10.2004;09.00.00;-200;1398
12.10.2004;10.00.00;-200;1442
12.10.2004;11.00.00;-200;1380
12.10.2004;12.00.00;-200;1426
12.10.2004;13.00.00;-200;1514
12.10.2004;14.00.00;-200;1365
12.10.2004;15.00.00;-200;1377
12.10.2004;16.00.00;-200;1366
12.10.2004;17.00.00;-200;1460
12.10.2004;18.00.00;-200;1480
12.10.2004;19.00.00;-200;1577
12.10.2004;20.00.00;-200;1274
12.10.2004;21.00.00;-200;1219
12.10.2004;22.00.00;-200;1205
12.10.2004;23.00.00;-200;1161
13.10.2004;00.00.00;-200;1132
13.10.2004;01.00.00;-200;1100
13.10.2004;02.00.00;-200;1065
13.10.2004;03.00.00;-200;1050
13.10.2004;04.00.00;-200;1055
13.10.2004;05.00.00;-200;1066
13.10.2004;06.00.00;-200;1141
13.10.2004;07.00.00;-200;1272
13.10.2004;08.00.00;-200;1272
13.10.2004;09.00.00;78;1257
13.10.2004;10.00.00;72;1222
13.10.2004;11.00.00;-200;1283
13.10.2004;12.00.00;-200;1307
13.10.2004;13.00.00;-200;1314
13.10.2004;14.00.00;-200;1297
13.10.2004;15.00.00;-200;1258
13.10.2004;16.00.00;-200;1348
13.10.2004;17.00.00;-200;1454
13.10.2004;18.00.00;-200;1370
13.10.2004;19.00.00;-200;1415
13.10.2004;20.00.00;-200;1314
13.10.2004;21.00.00;-200;1207
13.10.2004;22.00.00;-200;1174
13.10.2004;23.00.00;-200;1189
14.10.2004;00.00.00;-200;1197
14.10.2004;01.00.00;-200;1123
14.10.2004;02.00.00;-200;1074
