Date;Time;NOx(GT);PT08.S3(NOx)
01.10.2004;13.00.00;465;477
01.10.2004;14.00.00;383;-200
01.10.2004;15.00.00;278;603
01.10.2004;16.00.00;372;530
01.10.2004;17.00.00;540;458
01.10.2004;18.00.00;-200;435
01.10.2004;19.00.00;-200;411
01.10.2004;20.00.00;-200;524
01.10.2004;21.00.00;-200;598
01.10.2004;22.00.00;-200;645
01.10.2004;23.00.00;-200;686
02.10.2004;00.00.00;-200;642
02.10.2004;01.00.00;-200;699
02.10.2004;02.00.00;-200;742
02.10.2004;03.00.00;-200;858
02.10.2004;04.00.00;-200;867
02.10.2004;05.00.00;-200;774
02.10.2004;06.00.00;-200;751
02.10.2004;07.00.00;-200;612
02.10.2004;08.00.00;-200;592
02.10.2004;09.00.00;-200;608
02.10.2004;10.00.00;-200;648
02.10.2004;11.00.00;-200;614
02.10.2004;12.00.00;-200;630
02.10.2004;13.00.00;-200;639
02.10.2004;14.00.00;-200;739
02.10.2004;15.00.00;-200;704
02.10.2004;16.00.00;-200;690
02.10.2004;17.00.00;-200;638
02.10.2004;18.00.00;-200;617
02.10.2004;19.00.00;-200;512
02.10.2004;20.00.00;-200;553
02.10.2004;21.00.00;-200;666
02.10.2004;22.00.00;-200;668
02.10.2004;23.00.00;-200;691
03.10.2004;00.00.00;-200;720
03.10.2004;01.00.00;-200;788
03.10.2004;02.00.00;-200;850
03.10.2004;03.00.00;-200;881
03.10.2004;04.00.00;-200;908
03.10.2004;05.00.00;-200;948
03.10.2004;06.00.00;-200;972
03.10.2004;07.00.00;-200;829
03.10.2004;08.00.00;-200;800
03.10.2004;09.00.00;-200;727
03.10.2004;10.00.00;-200;647
03.10.2004;11.00.00;-200;711
03.10.2004;12.00.00;-200;663
03.10.2004;13.00.00;-200;715
03.10.2004;14.00.00;-200;794
03.10.2004;15.00.00;-200;769
03.10.2004;16.00.00;-200;775
03.10.2004;17.00.00;-200;716
03.10.2004;18.00.00;-200;647
03.10.2004;19.00.00;-200;514
03.10.2004;20.00.00;-200;498
03.10.2004;21.00.00;-200;654
03.10.2004;22.00.00;-200;735
03.10.2004;23.00.00;-200;745
04.10.2004;00.00.00;-200;828
04.10.2004;01.00.00;-200;838
04.10.2004;02.00.00;-200;969
04.10.2004;03.00.00;-200;1037
04.10.2004;04.00.00;-200;997
04.10.2004;05.00.00;-200;937
04.10.2004;06.00.00;-200;858
04.10.2004;07.00.00;-200;706
04.10.2004;08.00.00;-200;550
04.10.2004;09.00.00;-200;505
04.10.2004;10.00.00;-200;527
04.10.2004;11.00.00;-200;519
04.10.2004;12.00.00;-200;516
04.10.2004;13.00.00;-200;561
04.10.2004;14.00.00;-200;625
04.10.2004;15.00.00;-200;612
04.10.2004;16.00.00;-200;528
04.10.2004;17.00.00;-200;451
04.10.2004;18.00.00;-200;391
04.10.2004;19.00.00;-200;378
04.10.2004;20.00.00;-200;520
04.10.2004;21.00.00;-200;699
04.10.2004;22.00.00;-200;731
04.10.2004;23.00.00;-200;787
05.10.2004;00.00.00;-200;810
05.10.2004;01.00.00;-200;971
05.10.2004;02.00.00;-200;1081
05.10.2004;03.00.00;-200;1072
05.10.2004;04.00.00;-200;1053
05.10.2004;05.00.00;-200;955
05.10.2004;06.00.00;-200;763
05.10.2004;07.00.00;-200;476
05.10.2004;08.00.00;-200;491
05.10.2004;09.00.00;-200;525
05.10.2004;10.00.00;-200;513
05.10.2004;11.00.00;-200;539
05.10.2004;12.00.00;-200;453
05.10.2004;13.00.00;-200;516
05.10.2004;14.00.00;-200;575
05.10.2004;15.00.00;-200;611
05.10.2004;16.00.00;-200;533
05.10.2004;17.00.00;-200;459
05.10.2004;18.00.00;-200;401
05.10.2004;19.00.00;-200;380
05.10.2004;20.00.00;-200;475
05.10.2004;21.00.00;-200;500
05.10.2004;22.00.00;-200;602
05.10.2004;23.00.00;-200;688
06.10.2004;00.00.00;-200;760
06.10.2004;01.00.00;-200;810
06.10.2004;02.00.00;-200;841
06.10.2004;03.00.00;-200;943
06.10.2004;04.00.00;-200;992
06.10.2004;05.00.00;-200;933
06.10.2004;06.00.00;-200;804
06.10.2004;07.00.00;-200;506
06.10.2004;08.00.00;-200;429
06.10.2004;09.00.00;-200;473
06.10.2004;10.00.00;-200;560
06.10.2004;11.00.00;-200;530
06.10.2004;12.00.00;-200;542
06.10.2004;13.00.00;-200;518
06.10.2004;14.00.00;-200;563
06.10.2004;15.00.00;-200;530
06.10.2004;16.00.00;-200;542
06.10.2004;17.00.00;-200;476
06.10.2004;18.00.00;-200;463
06.10.2004;19.00.00;-200;360
06.10.2004;20.00.00;-200;427
06.10.2004;21.00.00;-200;542
06.10.2004;22.00.00;-200;641
06.10.2004;23.00.00;-200;620
07.10.2004;00.00.00;-200;650
07.10.2004;01.00.00;-200;814
07.10.2004;02.00.00;-200;894
07.10.2004;03.00.00;-200;925
07.10.2004;04.00.00;-200;948
07.10.2004;05.00.00;-200;852
07.10.2004;06.00.00;-200;741
07.10.2004;07.00.00;-200;518
07.10.2004;08.00.00;-200;383
07.10.2004;09.00.00;-200;491
07.10.2004;10.00.00;-200;516
07.10.2004;11.00.00;-200;587
07.10.2004;12.00.00;-200;571
07.10.2004;13.00.00;-200;561
07.10.2004;14.00.00;-200;566
07.10.2004;15.00.00;-200;605
07.10.2004;16.00.00;267;572
07.10.2004;17.00.00;398;447
07.10.2004;18.00.00;418;463
07.10.2004;19.00.00;515;399
07.10.2004;20.00.00;669;396
07.10.2004;21.00.00;326;559
07.10.2004;22.00.00;209;658
07.10.2004;23.00.00;183;658
08.10.2004;00.00.00;165;668
08.10.2004;01.00.00;111;762
08.10.2004;02.00.00;67;920
08.10.2004;03.00.00;-200;931
08.10.2004;04.00.00;88;865
08.10.2004;05.00.00;147;817
08.10.2004;06.00.00;279;653
08.10.2004;07.00.00;665;440
08.10.2004;08.00.00;592;465
08.10.2004;09.00.00;557;483
08.10.2004;10.00.00;693;435
08.10.2004;11.00.00;530;496
08.10.2004;12.00.00;412;518
08.10.2004;13.00.00;366;520
08.10.2004;14.00.00;344;548
08.10.2004;15.00.00;339;525
08.10.2004;16.00.00;297;586
08.10.2004;17.00.00;294;543
08.10.2004;18.00.00;211;534
08.10.2004;19.00.00;323;497
08.10.2004;20.00.00;333;525
08.10.2004;21.00.00;163;619
08.10.2004;22.00.00;151;652
08.10.2004;23.00.00;167;666
09.10.2004;00.00.00;174;665
09.10.2004;01.00.00;142;673
09.10.2004;02.00.00;155;697
09.10.2004;03.00.00;-200;766
09.10.2004;04.00.00;96;780
09.10.2004;05.00.00;154;681
09.10.2004;06.00.00;211;681
09.10.2004;07.00.00;381;523
09.10.2004;08.00.00;470;489
09.10.2004;09.00.00;464;502
09.10.2004;10.00.00;450;498
09.10.2004;11.00.00;274;588
09.10.2004;12.00.00;306;512
09.10.2004;13.00.00;308;539
09.10.2004;14.00.00;186;624
09.10.2004;15.00.00;238;548
09.10.2004;16.00.00;249;578
09.10.2004;17.00.00;378;502
09.10.2004;18.00.00;386;470
09.10.2004;19.00.00;461;448
09.10.2004;20.00.00;394;535
09.10.2004;21.00.00;266;630
09.10.2004;22.00.00;158;701
09.10.2004;23.00.00;319;565
10.10.2004;00.00.00;409;552
10.10.2004;01.00.00;223;621
10.10.2004;02.00.00;107;732
10.10.2004;03.00.00;-200;845
10.10.2004;04.00.00;50;942
10.10.2004;05.00.00;56;910
10.10.2004;06.00.00;163;753
10.10.2004;07.00.00;187;705
10.10.2004;08.00.00;150;765
10.10.2004;09.00.00;103;807
10.10.2004;10.00.00;143;814
10.10.2004;11.00.00;220;680
10.10.2004;12.00.00;301;668
10.10.2004;13.00.00;214;768
10.10.2004;14.00.00;162;872
10.10.2004;15.00.00;232;815
10.10.2004;16.00.00;254;784
10.10.2004;17.00.00;224;744
10.10.2004;18.00.00;247;733
10.10.2004;19.00.00;334;726
10.10.2004;20.00.00;239;734
10.10.2004;21.00.00;168;806
10.10.2004;22.00.00;185;767
10.10.2004;23.00.00;178;768
11.10.2004;00.00.00;132;799
11.10.2004;01.00.00;135;794
11.10.2004;02.00.00;39;1203
11.10.2004;03.00.00;-200;1166
11.10.2004;04.00.00;33;1139
11.10.2004;05.00.00;90;956
11.10.2004;06.00.00;164;757
11.10.2004;07.00.00;336;559
11.10.2004;08.00.00;366;499
11.10.2004;09.00.00;565;475
11.10.2004;10.00.00;536;564
11.10.2004;11.00.00;416;647
11.10.2004;12.00.00;379;607
11.10.2004;13.00.00;368;557
11.10.2004;14.00.00;444;566
11.10.2004;15.00.00;352;634
11.10.2004;16.00.00;375;574
11.10.2004;17.00.00;479;499
11.10.2004;18.00.00;448;525
11.10.2004;19.00.00;388;537
11.10.2004;20.00.00;376;592
11.10.2004;21.00.00;224;700
11.10.2004;22.00.00;206;743
11.10.2004;23.00.00;143;846
12.10.2004;00.00.00;113;919
12.10.2004;01.00.00;93;915
12.10.2004;02.00.00;58;1134
12.10.2004;03.00.00;-200;1072
12.10.2004;04.00.00;56;1029
12.10.2004;05.00.00;105;982
12.10.2004;06.00.00;243;881
12.10.2004;07.00.00;492;671
12.10.2004;08.00.00;435;648
12.10.2004;09.00.00;-200;795
12.10.2004;10.00.00;-200;785
12.10.2004;11.00.00;-200;793
12.10.2004;12.00.00;-200;773
12.10.2004;13.00.00;-200;707
12.10.2004;14.00.00;-200;826
12.10.2004;15.00.00;-200;816
12.10.2004;16.00.00;-200;818
12.10.2004;17.00.00;-200;730
12.10.2004;18.00.00;-200;708
12.10.2004;19.00.00;-200;670
12.10.2004;20.00.00;-200;898
12.10.2004;21.00.00;-200;990
12.10.2004;22.00.00;-200;997
12.10.2004;23.00.00;-200;1074
13.10.2004;00.00.00;-200;1164
13.10.2004;01.00.00;-200;1276
13.10.2004;02.00.00;-200;1419
13.10.2004;03.00.00;-200;1558
13.10.2004;04.00.00;-200;1590
13.10.2004;05.00.00;-200;1485
13.10.2004;06.00.00;-200;1205
13.10.2004;07.00.00;-200;908
13.10.2004;08.00.00;-200;878
13.10.2004;09.00.00;286;882
13.10.2004;10.00.00;281;932
13.10.2004;11.00.00;-200;859
13.10.2004;12.00.00;-200;818
13.10.2004;13.00.00;-200;832
13.10.2004;14.00.00;-200;831
13.10.2004;15.00.00;-200;892
13.10.2004;16.00.00;-200;795
13.10.2004;17.00.00;-200;726
13.10.2004;18.00.00;-200;759
13.10.2004;19.00.00;-200;731
13.10.2004;20.00.00;-200;834
13.10.2004;21.00.00;-200;970
13.10.2004;22.00.00;-200;1013
13.10.2004;23.00.00;-200;1015
14.10.2004;00.00.00;-200;1004
14.10.2004;01.00.00;-200;1146
14.10.2004;02.00.00;-200;1333
14.10.2004;03.00.00;-200;1434
14.10.2004;04.00.00;-200;1436
14.10.2004;05.00.00;-200;1325
14.10.2004;06.00.00;-200;1080
14.10.2004;07.00.00;-200;758
14.10.2004;08.00.00;-200;659
14.10.2004;09.00.00;-200;747
14.10.2004;10.00.00;-200;776
14.10.2004;11.00.00;-200;788
14.10.2004;12.00.00;-200;746
14.10.2004;13.00.00;-200;726
14.10.2004;14.00.00;-200;675
14.10.2004;15.00.00;-200;679
14.10.2004;16.00.00;-200;711
14.10.2004;17.00.00;-200;653
14.10.2004;18.00.00;-200;615
14.10.2004;19.00.00;-200;537
14.10.2004;20.00.00;-200;553
14.10.2004;21.00.00;-200;769
14.10.2004;22.00.00;-200;884
14.10.2004;23.00.00;-200;908
15.10.2004;00.00.00;-200;770
15.10.2004;01.00.00;-200;906
15.10.2004;02.00.00;-200;1046
15.10.2004;03.00.00;-200;1125
15.10.2004;04.00.00;-200;1097
15.10.2004;05.00.00;-200;992
15.10.2004;06.00.00;-200;725
15.10.2004;07.00.00;-200;544
15.10.2004;08.00.00;-200;519
15.10.2004;09.00.00;-200;501
15.10.2004;10.00.00;-200;578
15.10.2004;11.00.00;-200;639
15.10.2004;12.00.00;-200;620
15.10.2004;13.00.00;-200;560
15.10.2004;14.00.00;-200;684
15.10.2004;15.00.00;-200;603
15.10.2004;16.00.00;-200;540
15.10.2004;17.00.00;-200;509
15.10.2004;18.00.00;-200;539
15.10.2004;19.00.00;-200;648
15.10.2004;20.00.00;-200;689
15.10.2004;21.00.00;-200;902
15.10.2004;22.00.00;-200;853
15.10.2004;23.00.00;-200;939
16.10.2004;00.00.00;-200;825
16.10.2004;01.00.00;-200;879
16.10.2004;02.00.00;-200;1033
16.10.2004;03.00.00;-200;986
16.10.2004;04.00.00;-200;970
16.10.2004;05.00.00;-200;902
16.10.2004;06.00.00;-200;808
16.10.2004;07.00.00;-200;807
16.10.2004;08.00.00;-200;667
16.10.2004;09.00.00;-200;729
16.10.2004;10.00.00;-200;756
16.10.2004;11.00.00;-200;828
16.10.2004;12.00.00;-200;892
16.10.2004;13.00.00;-200;819
16.10.2004;14.00.00;-200;1021
16.10.2004;15.00.00;-200;960
16.10.2004;16.00.00;-200;825
16.10.2004;17.00.00;-200;816
16.10.2004;18.00.00;-200;695
16.10.2004;19.00.00;-200;787
16.10.2004;20.00.00;-200;819
16.10.2004;21.00.00;-200;855
16.10.2004;22.00.00;-200;979
16.10.2004;23.00.00;-200;960
17.10.2004;00.00.00;-200;1118
17.10.2004;01.00.00;-200;1097
17.10.2004;02.00.00;-200;991
17.10.2004;03.00.00;-200;984
17.10.2004;04.00.00;-200;1120
17.10.2004;05.00.00;-200;1217
17.10.2004;06.00.00;-200;1208
17.10.2004;07.00.00;-200;1181
17.10.2004;08.00.00;-200;961
17.10.2004;09.00.00;-200;913
17.10.2004;10.00.00;-200;846
17.10.2004;11.00.00;-200;900
17.10.2004;12.00.00;-200;866
17.10.2004;13.00.00;-200;744
17.10.2004;14.00.00;-200;701
17.10.2004;15.00.00;-200;999
17.10.2004;16.00.00;-200;962
17.10.2004;17.00.00;-200;733
17.10.2004;18.00.00;-200;749
17.10.2004;19.00.00;-200;712
17.10.2004;20.00.00;-200;783
17.10.2004;21.00.00;-200;814
17.10.2004;22.00.00;-200;840
17.10.2004;23.00.00;-200;808
18.10.2004;00.00.00;-200;922
18.10.2004;01.00.00;-200;988
18.10.2004;02.00.00;-200;1116
18.10.2004;03.00.00;-200;1226
18.10.2004;04.00.00;-200;1191
18.10.2004;05.00.00;-200;1074
18.10.2004;06.00.00;-200;759
18.10.2004;07.00.00;-200;576
18.10.2004;08.00.00;-200;514
18.10.2004;09.00.00;-200;616
18.10.2004;10.00.00;-200;646
18.10.2004;11.00.00;-200;599
18.10.2004;12.00.00;-200;608
18.10.2004;13.00.00;-200;549
18.10.2004;14.00.00;-200;537
18.10.2004;15.00.00;-200;512
18.10.2004;16.00.00;-200;497
18.10.2004;17.00.00;-200;407
18.10.2004;18.00.00;-200;398
18.10.2004;19.00.00;-200;436
18.10.2004;20.00.00;-200;444
18.10.2004;21.00.00;-200;597
18.10.2004;22.00.00;-200;761
18.10.2004;23.00.00;-200;779
19.10.2004;00.00.00;-200;788
19.10.2004;01.00.00;-200;746
19.10.2004;02.00.00;-200;788
19.10.2004;03.00.00;-200;842
19.10.2004;04.00.00;-200;818
19.10.2004;05.00.00;-200;772
19.10.2004;06.00.00;-200;669
19.10.2004;07.00.00;-200;517
19.10.2004;08.00.00;-200;404
19.10.2004;09.00.00;-200;441
19.10.2004;10.00.00;-200;485
19.10.2004;11.00.00;-200;479
19.10.2004;12.00.00;-200;474
19.10.2004;13.00.00;-200;544
19.10.2004;14.00.00;-200;640
19.10.2004;15.00.00;-200;602
19.10.2004;16.00.00;-200;593
19.10.2004;17.00.00;-200;530
19.10.2004;18.00.00;-200;490
19.10.2004;19.00.00;-200;474
19.10.2004;20.00.00;-200;454
19.10.2004;21.00.00;-200;470
19.10.2004;22.00.00;-200;513
19.10.2004;23.00.00;-200;571
20.10.2004;00.00.00;-200;603
20.10.2004;01.00.00;-200;666
20.10.2004;02.00.00;-200;675
20.10.2004;03.00.00;-200;684
20.10.2004;04.00.00;-200;688
20.10.2004;05.00.00;-200;645
20.10.2004;06.00.00;-200;594
20.10.2004;07.00.00;-200;458
20.10.2004;08.00.00;-200;371
20.10.2004;09.00.00;-200;448
20.10.2004;10.00.00;-200;467
20.10.2004;11.00.00;-200;438
20.10.2004;12.00.00;-200;424
20.10.2004;13.00.00;-200;431
20.10.2004;14.00.00;-200;452
20.10.2004;15.00.00;-200;473
20.10.2004;16.00.00;652;424
20.10.2004;17.00.00;895;348
20.10.2004;18.00.00;826;358
20.10.2004;19.00.00;648;373
20.10.2004;20.00.00;629;409
20.10.2004;21.00.00;529;458
20.10.2004;22.00.00;405;511
20.10.2004;23.00.00;461;496
21.10.2004;00.00.00;486;467
21.10.2004;01.00.00;335;552
21.10.2004;02.00.00;210;664
21.10.2004;03.00.00;-200;784
21.10.2004;04.00.00;99;754
21.10.2004;05.00.00;149;830
21.10.2004;06.00.00;203;706
21.10.2004;07.00.00;332;578
21.10.2004;08.00.00;446;494
21.10.2004;09.00.00;524;517
21.10.2004;10.00.00;347;572
21.10.2004;11.00.00;273;634
21.10.2004;12.00.00;404;542
21.10.2004;13.00.00;-200;578
21.10.2004;14.00.00;312;585
21.10.2004;15.00.00;369;539
21.10.2004;16.00.00;362;519
21.10.2004;17.00.00;335;488
21.10.2004;18.00.00;447;427
21.10.2004;19.00.00;576;382
21.10.2004;20.00.00;486;432
21.10.2004;21.00.00;439;450
21.10.2004;22.00.00;462;448
21.10.2004;23.00.00;441;466
22.10.2004;00.00.00;223;593
22.10.2004;01.00.00;126;714
22.10.2004;02.00.00;116;788
22.10.2004;03.00.00;-200;870
22.10.2004;04.00.00;125;849
22.10.2004;05.00.00;198;802
22.10.2004;06.00.00;185;770
22.10.2004;07.00.00;425;541
22.10.2004;08.00.00;465;437
22.10.2004;09.00.00;341;535
22.10.2004;10.00.00;316;525
22.10.2004;11.00.00;241;574
22.10.2004;12.00.00;266;538
22.10.2004;13.00.00;412;467
22.10.2004;14.00.00;394;474
22.10.2004;15.00.00;365;474
22.10.2004;16.00.00;548;429
22.10.2004;17.00.00;494;435
22.10.2004;18.00.00;686;373
22.10.2004;19.00.00;556;397
22.10.2004;20.00.00;467;454
22.10.2004;21.00.00;297;579
22.10.2004;22.00.00;164;669
22.10.2004;23.00.00;196;664
23.10.2004;00.00.00;201;673
23.10.2004;01.00.00;132;792
23.10.2004;02.00.00;146;800
23.10.2004;03.00.00;-200;852
23.10.2004;04.00.00;94;872
23.10.2004;05.00.00;127;876
23.10.2004;06.00.00;217;724
23.10.2004;07.00.00;394;598
23.10.2004;08.00.00;511;545
23.10.2004;09.00.00;523;507
23.10.2004;10.00.00;471;542
23.10.2004;11.00.00;441;534
23.10.2004;12.00.00;414;504
23.10.2004;13.00.00;317;533
23.10.2004;14.00.00;230;609
23.10.2004;15.00.00;365;564
23.10.2004;16.00.00;360;565
23.10.2004;17.00.00;420;549
23.10.2004;18.00.00;475;490
23.10.2004;19.00.00;526;469
23.10.2004;20.00.00;460;520
23.10.2004;21.00.00;255;607
23.10.2004;22.00.00;283;567
23.10.2004;23.00.00;271;594
24.10.2004;00.00.00;315;573
24.10.2004;01.00.00;227;631
24.10.2004;02.00.00;243;633
24.10.2004;03.00.00;-200;696
24.10.2004;04.00.00;142;731
24.10.2004;05.00.00;139;684
24.10.2004;06.00.00;182;709
24.10.2004;07.00.00;196;704
24.10.2004;08.00.00;108;853
24.10.2004;09.00.00;175;732
24.10.2004;10.00.00;266;661
24.10.2004;11.00.00;179;721
24.10.2004;12.00.00;154;745
24.10.2004;13.00.00;95;811
24.10.2004;14.00.00;151;756
24.10.2004;15.00.00;230;667
24.10.2004;16.00.00;239;670
24.10.2004;17.00.00;306;614
24.10.2004;18.00.00;472;503
24.10.2004;19.00.00;532;464
24.10.2004;20.00.00;375;568
24.10.2004;21.00.00;147;747
24.10.2004;22.00.00;118;768
24.10.2004;23.00.00;181;697
25.10.2004;00.00.00;209;695
25.10.2004;01.00.00;167;745
25.10.2004;02.00.00;112;878
25.10.2004;03.00.00;-200;889
25.10.2004;04.00.00;108;875
25.10.2004;05.00.00;181;800
25.10.2004;06.00.00;253;749
25.10.2004;07.00.00;521;527
25.10.2004;08.00.00;649;467
25.10.2004;09.00.00;516;531
25.10.2004;10.00.00;487;518
25.10.2004;11.00.00;529;524
25.10.2004;12.00.00;565;498
25.10.2004;13.00.00;558;451
25.10.2004;14.00.00;568;457
25.10.2004;15.00.00;605;432
25.10.2004;16.00.00;666;392
25.10.2004;17.00.00;814;330
25.10.2004;18.00.00;860;340
25.10.2004;19.00.00;820;352
25.10.2004;20.00.00;742;400
25.10.2004;21.00.00;492;511
25.10.2004;22.00.00;464;505
25.10.2004;23.00.00;258;661
26.10.2004;00.00.00;311;624
26.10.2004;01.00.00;231;737
26.10.2004;02.00.00;127;822
26.10.2004;03.00.00;-200;820
26.10.2004;04.00.00;124;897
26.10.2004;05.00.00;138;835
26.10.2004;06.00.00;228;730
26.10.2004;07.00.00;383;572
26.10.2004;08.00.00;581;469
26.10.2004;09.00.00;545;522
26.10.2004;10.00.00;593;511
26.10.2004;11.00.00;602;518
26.10.2004;12.00.00;624;455
26.10.2004;13.00.00;546;484
26.10.2004;14.00.00;597;451
26.10.2004;15.00.00;688;419
26.10.2004;16.00.00;760;404
26.10.2004;17.00.00;918;347
26.10.2004;18.00.00;952;325
26.10.2004;19.00.00;685;385
26.10.2004;20.00.00;561;468
26.10.2004;21.00.00;239;691
26.10.2004;22.00.00;175;758
26.10.2004;23.00.00;169;734
27.10.2004;00.00.00;215;685
27.10.2004;01.00.00;115;786
27.10.2004;02.00.00;94;861
27.10.2004;03.00.00;-200;874
27.10.2004;04.00.00;80;946
27.10.2004;05.00.00;132;833
27.10.2004;06.00.00;295;641
27.10.2004;07.00.00;517;502
27.10.2004;08.00.00;555;454
27.10.2004;09.00.00;429;614
27.10.2004;10.00.00;561;585
27.10.2004;11.00.00;427;611
27.10.2004;12.00.00;445;580
27.10.2004;13.00.00;538;502
27.10.2004;14.00.00;556;537
27.10.2004;15.00.00;370;623
27.10.2004;16.00.00;257;647
27.10.2004;17.00.00;266;608
27.10.2004;18.00.00;403;544
27.10.2004;19.00.00;275;587
27.10.2004;20.00.00;338;586
27.10.2004;21.00.00;176;748
27.10.2004;22.00.00;159;842
27.10.2004;23.00.00;147;796
28.10.2004;00.00.00;99;925
28.10.2004;01.00.00;98;878
28.10.2004;02.00.00;109;899
28.10.2004;03.00.00;-200;913
28.10.2004;04.00.00;112;936
28.10.2004;05.00.00;163;851
28.10.2004;06.00.00;326;703
28.10.2004;07.00.00;640;527
28.10.2004;08.00.00;736;477
28.10.2004;09.00.00;667;529
28.10.2004;10.00.00;677;526
28.10.2004;11.00.00;425;639
28.10.2004;12.00.00;349;625
28.10.2004;13.00.00;332;609
28.10.2004;14.00.00;412;571
28.10.2004;15.00.00;631;455
28.10.2004;16.00.00;677;446
28.10.2004;17.00.00;761;398
28.10.2004;18.00.00;650;468
28.10.2004;19.00.00;262;619
28.10.2004;20.00.00;292;651
28.10.2004;21.00.00;177;805
28.10.2004;22.00.00;103;890
28.10.2004;23.00.00;127;862
29.10.2004;00.00.00;119;925
29.10.2004;01.00.00;83;1023
29.10.2004;02.00.00;65;1073
29.10.2004;03.00.00;-200;1092
29.10.2004;04.00.00;84;1010
29.10.2004;05.00.00;200;799
29.10.2004;06.00.00;242;738
29.10.2004;07.00.00;366;574
29.10.2004;08.00.00;404;485
29.10.2004;09.00.00;429;566
29.10.2004;10.00.00;169;735
29.10.2004;11.00.00;419;604
29.10.2004;12.00.00;603;458
29.10.2004;13.00.00;589;484
29.10.2004;14.00.00;706;463
29.10.2004;15.00.00;592;558
29.10.2004;16.00.00;305;616
29.10.2004;17.00.00;371;550
29.10.2004;18.00.00;465;519
29.10.2004;19.00.00;390;647
29.10.2004;20.00.00;227;828
29.10.2004;21.00.00;284;801
29.10.2004;22.00.00;211;793
29.10.2004;23.00.00;297;716
30.10.2004;00.00.00;351;690
30.10.2004;01.00.00;259;782
30.10.2004;02.00.00;214;786
30.10.2004;03.00.00;-200;809
30.10.2004;04.00.00;173;826
30.10.2004;05.00.00;192;857
30.10.2004;06.00.00;237;762
30.10.2004;07.00.00;413;622
30.10.2004;08.00.00;455;585
30.10.2004;09.00.00;493;592
30.10.2004;10.00.00;482;596
30.10.2004;11.00.00;599;521
30.10.2004;12.00.00;481;539
30.10.2004;13.00.00;406;553
30.10.2004;14.00.00;419;560
30.10.2004;15.00.00;387;564
30.10.2004;16.00.00;461;526
30.10.2004;17.00.00;493;528
30.10.2004;18.00.00;532;486
30.10.2004;19.00.00;581;470
30.10.2004;20.00.00;494;551
30.10.2004;21.00.00;392;612
30.10.2004;22.00.00;311;688
30.10.2004;23.00.00;236;744
31.10.2004;00.00.00;270;757
31.10.2004;01.00.00;199;833
31.10.2004;02.00.00;146;818
31.10.2004;03.00.00;-200;905
31.10.2004;04.00.00;74;1035
31.10.2004;05.00.00;55;1134
31.10.2004;06.00.00;43;1291
31.10.2004;07.00.00;46;1264
31.10.2004;08.00.00;139;944
31.10.2004;09.00.00;169;812
31.10.2004;10.00.00;254;653
31.10.2004;11.00.00;303;628
31.10.2004;12.00.00;259;717
31.10.2004;13.00.00;226;689
31.10.2004;14.00.00;161;719
31.10.2004;15.00.00;182;622
31.10.2004;16.00.00;289;672
31.10.2004;17.00.00;340;666
31.10.2004;18.00.00;544;440
31.10.2004;19.00.00;543;487
31.10.2004;20.00.00;501;508
31.10.2004;21.00.00;521;543
31.10.2004;22.00.00;352;598
31.10.2004;23.00.00;321;611
01.11.2004;00.00.00;318;584
01.11.2004;01.00.00;338;548
01.11.2004;02.00.00;353;552
01.11.2004;03.00.00;-200;559
01.11.2004;04.00.00;291;540
01.11.2004;05.00.00;279;562
01.11.2004;06.00.00;200;679
01.11.2004;07.00.00;180;733
01.11.2004;08.00.00;213;711
01.11.2004;09.00.00;266;667
01.11.2004;10.00.00;247;609
01.11.2004;11.00.00;326;584
01.11.2004;12.00.00;319;597
01.11.2004;13.00.00;320;631
01.11.2004;14.00.00;174;747
01.11.2004;15.00.00;216;664
01.11.2004;16.00.00;376;564
01.11.2004;17.00.00;496;547
01.11.2004;18.00.00;523;510
01.11.2004;19.00.00;465;567
01.11.2004;20.00.00;407;593
01.11.2004;21.00.00;412;579
01.11.2004;22.00.00;403;568
01.11.2004;23.00.00;357;612
02.11.2004;00.00.00;259;660
02.11.2004;01.00.00;227;752
02.11.2004;02.00.00;147;878
02.11.2004;03.00.00;-200;987
02.11.2004;04.00.00;72;1069
02.11.2004;05.00.00;96;1016
02.11.2004;06.00.00;73;1054
02.11.2004;07.00.00;309;747
02.11.2004;08.00.00;607;538
02.11.2004;09.00.00;562;504
02.11.2004;10.00.00;560;495
02.11.2004;11.00.00;844;426
02.11.2004;12.00.00;667;477
02.11.2004;13.00.00;583;440
02.11.2004;14.00.00;726;390
02.11.2004;15.00.00;674;415
02.11.2004;16.00.00;544;421
02.11.2004;17.00.00;715;390
02.11.2004;18.00.00;789;358
02.11.2004;19.00.00;737;359
02.11.2004;20.00.00;859;349
02.11.2004;21.00.00;668;450
02.11.2004;22.00.00;454;541
02.11.2004;23.00.00;337;610
03.11.2004;00.00.00;127;798
03.11.2004;01.00.00;281;626
03.11.2004;02.00.00;252;665
03.11.2004;03.00.00;-200;909
03.11.2004;04.00.00;65;985
03.11.2004;05.00.00;69;1033
03.11.2004;06.00.00;151;917
03.11.2004;07.00.00;231;750
03.11.2004;08.00.00;297;621
03.11.2004;09.00.00;515;505
03.11.2004;10.00.00;499;516
03.11.2004;11.00.00;445;527
03.11.2004;12.00.00;464;525
03.11.2004;13.00.00;298;612
03.11.2004;14.00.00;266;617
03.11.2004;15.00.00;323;611
03.11.2004;16.00.00;352;575
03.11.2004;17.00.00;372;563
