Date;Time;T;RH;AH
26.09.2004;06.00.00;13,6;57,6;0,8941
26.09.2004;07.00.00;12,2;63,2;0,8964
26.09.2004;08.00.00;14,6;56,4;0,9319
26.09.2004;09.00.00;19,8;38,6;0,8831
26.09.2004;10.00.00;21,6;33,4;0,8519
26.09.2004;11.00.00;22;32,2;0,8407
26.09.2004;12.00.00;22,7;30,2;0,8217
26.09.2004;13.00.00;22,3;30,4;0,8063
26.09.2004;14.00.00;22,1;30,5;0,7981
26.09.2004;15.00.00;22,1;29,5;0,7761
26.09.2004;16.00.00;23,4;27,1;0,7681
26.09.2004;17.00.00;23,1;27;0,7538
26.09.2004;18.00.00;21,5;31,4;0,7943
26.09.2004;19.00.00;20,3;35,5;0,833
26.09.2004;20.00.00;19,6;36,3;0,8193
26.09.2004;21.00.00;18,7;39,7;0,8482
26.09.2004;22.00.00;18;42,7;0,8745
26.09.2004;23.00.00;17,1;47,6;0,9208
27.09.2004;00.00.00;16,6;51,3;0,9634
27.09.2004;01.00.00;15,9;55,2;0,9881
27.09.2004;02.00.00;14,9;58,9;0,9891
27.09.2004;03.00.00;14,1;61;0,9799
27.09.2004;04.00.00;14;62,6;0,9948
27.09.2004;05.00.00;14,1;61,7;0,9844
27.09.2004;06.00.00;14,4;60,3;0,9802
27.09.2004;07.00.00;15;57,7;0,9778
27.09.2004;08.00.00;16,9;50,3;0,958
27.09.2004;09.00.00;19,7;40,2;0,9108
27.09.2004;10.00.00;22,2;33,6;0,8886
27.09.2004;11.00.00;23,7;29,6;0,8537
27.09.2004;12.00.00;21,9;30,7;0,7961
27.09.2004;13.00.00;22,3;29,5;0,7838
27.09.2004;14.00.00;23,8;27;0,7845
27.09.2004;15.00.00;23,3;28,3;0,8012
27.09.2004;16.00.00;24,2;27,2;0,8128
27.09.2004;17.00.00;25,1;25,8;0,8065
27.09.2004;18.00.00;22,3;29,2;0,7773
27.09.2004;19.00.00;20,8;32,5;0,7873
27.09.2004;20.00.00;19,1;36,8;0,8066
27.09.2004;21.00.00;18,1;39,9;0,8232
27.09.2004;22.00.00;17,4;42,8;0,8463
27.09.2004;23.00.00;16,7;46,6;0,8793
28.09.2004;00.00.00;17,1;46,8;0,9054
28.09.2004;01.00.00;15,3;51,9;0,8982
28.09.2004;02.00.00;15;52,8;0,8929
28.09.2004;03.00.00;14,4;54,5;0,8887
28.09.2004;04.00.00;12,8;59,8;0,8801
28.09.2004;05.00.00;11,9;62,7;0,8726
28.09.2004;06.00.00;12,1;62,6;0,8825
28.09.2004;07.00.00;13,5;58,2;0,8944
28.09.2004;08.00.00;14,4;55,7;0,9087
28.09.2004;09.00.00;17,8;45,7;0,9224
28.09.2004;10.00.00;21;37,2;0,9155
28.09.2004;11.00.00;24,5;29,8;0,9008
28.09.2004;12.00.00;26,4;26,4;0,8969
28.09.2004;13.00.00;25,2;26,8;0,8451
28.09.2004;14.00.00;26,1;24,8;0,8283
28.09.2004;15.00.00;26,2;24,4;0,8174
28.09.2004;16.00.00;28,9;21,3;0,8382
28.09.2004;17.00.00;28;23,3;0,8681
28.09.2004;18.00.00;24,7;27,9;0,8559
28.09.2004;19.00.00;23;33,6;0,9302
28.09.2004;20.00.00;20,9;45,8;1,1159
28.09.2004;21.00.00;19,8;48,6;1,113
28.09.2004;22.00.00;19,8;47,7;1,0885
28.09.2004;23.00.00;18,6;49,1;1,0435
29.09.2004;00.00.00;17,2;53,9;1,0498
29.09.2004;01.00.00;16,3;56,8;1,047
29.09.2004;02.00.00;17,4;53,4;1,0541
29.09.2004;03.00.00;15,5;58,8;1,0309
29.09.2004;04.00.00;14,6;62,1;1,0236
29.09.2004;05.00.00;17,1;52,5;1,013
29.09.2004;06.00.00;15,2;58,3;0,9986
29.09.2004;07.00.00;14,9;59,2;0,9985
29.09.2004;08.00.00;15,1;59;1,0086
29.09.2004;09.00.00;19;47,8;1,0434
29.09.2004;10.00.00;22,4;38,8;1,04
29.09.2004;11.00.00;25,4;33,3;1,0679
29.09.2004;12.00.00;27,2;30,4;1,081
29.09.2004;13.00.00;25,5;34,8;1,1152
29.09.2004;14.00.00;26,4;28,5;0,9658
29.09.2004;15.00.00;27,7;25,1;0,9158
29.09.2004;16.00.00;28,6;23,2;0,8917
29.09.2004;17.00.00;27,2;26,3;0,9317
29.09.2004;18.00.00;25,3;33;1,0473
29.09.2004;19.00.00;23,2;36,9;1,0346
29.09.2004;20.00.00;21,6;43,3;1,1019
29.09.2004;21.00.00;21,1;44,8;1,1088
29.09.2004;22.00.00;19,7;49,3;1,1148
29.09.2004;23.00.00;20,3;47,8;1,1281
30.09.2004;00.00.00;19,4;50,3;1,1201
30.09.2004;01.00.00;18,3;53,1;1,1056
30.09.2004;02.00.00;17,5;56,1;1,1103
30.09.2004;03.00.00;19,2;50,3;1,1087
30.09.2004;04.00.00;16,6;59,6;1,117
30.09.2004;05.00.00;17,5;57,1;1,1311
30.09.2004;06.00.00;17,6;57,6;1,1471
30.09.2004;07.00.00;18;57;1,1665
30.09.2004;08.00.00;18,5;55,9;1,1779
30.09.2004;09.00.00;18,6;57,2;1,2146
30.09.2004;10.00.00;20,2;53;1,2407
30.09.2004;11.00.00;21,3;50,1;1,2539
30.09.2004;12.00.00;24,6;42,8;1,3053
30.09.2004;13.00.00;24,6;44,1;1,3477
30.09.2004;14.00.00;25,6;43,4;1,4049
30.09.2004;15.00.00;26,1;42,6;1,4172
30.09.2004;16.00.00;25,8;44,8;1,4644
30.09.2004;17.00.00;25,4;47,9;1,5346
30.09.2004;18.00.00;24,6;50;1,5241
30.09.2004;19.00.00;23,6;54,4;1,5687
30.09.2004;20.00.00;22,6;59,5;1,6155
30.09.2004;21.00.00;22,1;61,3;1,6133
30.09.2004;22.00.00;22,1;61,3;1,6053
30.09.2004;23.00.00;21,1;64,7;1,5956
01.10.2004;00.00.00;20,3;66,4;1,5591
01.10.2004;01.00.00;19,4;69,3;1,5418
01.10.2004;02.00.00;19;70,8;1,5417
01.10.2004;03.00.00;20,2;65,8;1,5442
01.10.2004;04.00.00;19,8;67,2;1,5322
01.10.2004;05.00.00;19;70,3;1,5308
01.10.2004;06.00.00;18,8;71,8;1,5372
01.10.2004;07.00.00;20,2;66,3;1,555
01.10.2004;08.00.00;20,8;64,3;1,563
01.10.2004;09.00.00;22,3;59,3;1,5705
01.10.2004;10.00.00;23,2;56,6;1,5929
01.10.2004;11.00.00;23,8;54,7;1,587
01.10.2004;12.00.00;23,5;56,2;1,6048
01.10.2004;13.00.00;23,9;54,4;1,5963
01.10.2004;14.00.00;-200;-200;-200
01.10.2004;15.00.00;25,4;47,4;1,517
01.10.2004;16.00.00;26,4;45,4;1,54
01.10.2004;17.00.00;25,8;46,9;1,5375
01.10.2004;18.00.00;25,3;49,6;1,5805
01.10.2004;19.00.00;24,2;54,3;1,6117
01.10.2004;20.00.00;22,8;58,1;1,5951
01.10.2004;21.00.00;21,5;63,2;1,5993
01.10.2004;22.00.00;21,3;63;1,5798
01.10.2004;23.00.00;20,8;64,1;1,554
02.10.2004;00.00.00;20,6;64;1,5346
02.10.2004;01.00.00;20,6;63,4;1,519
02.10.2004;02.00.00;20,4;64,4;1,522
02.10.2004;03.00.00;21,3;61;1,529
02.10.2004;04.00.00;20,5;64;1,5247
02.10.2004;05.00.00;20,3;65,3;1,5321
02.10.2004;06.00.00;20,1;65,9;1,5321
02.10.2004;07.00.00;20,2;65,6;1,5368
02.10.2004;08.00.00;21,1;62,8;1,5481
02.10.2004;09.00.00;22,5;57,5;1,5518
02.10.2004;10.00.00;24,2;51,9;1,5426
02.10.2004;11.00.00;25,2;48,9;1,5437
02.10.2004;12.00.00;25,8;47,8;1,5662
02.10.2004;13.00.00;25,7;49,2;1,5988
02.10.2004;14.00.00;25,8;49,6;1,6213
02.10.2004;15.00.00;25,7;48,8;1,5913
02.10.2004;16.00.00;26,5;45,9;1,5626
02.10.2004;17.00.00;25,4;48,9;1,565
02.10.2004;18.00.00;24,4;52,5;1,583
02.10.2004;19.00.00;23,9;54,6;1,5936
02.10.2004;20.00.00;22,9;57,9;1,5958
02.10.2004;21.00.00;22,1;61,1;1,6012
02.10.2004;22.00.00;20,8;65,6;1,5898
02.10.2004;23.00.00;21,7;60,8;1,563
03.10.2004;00.00.00;21,1;62,8;1,5505
03.10.2004;01.00.00;20,7;63,2;1,524
03.10.2004;02.00.00;21,2;61,5;1,5241
03.10.2004;03.00.00;20,3;64,6;1,518
03.10.2004;04.00.00;20,2;64,4;1,5035
03.10.2004;05.00.00;20,1;65,3;1,5153
03.10.2004;06.00.00;19,9;66;1,5141
03.10.2004;07.00.00;19,8;66,4;1,5145
03.10.2004;08.00.00;20,4;64,1;1,5178
03.10.2004;09.00.00;21,6;60,8;1,5496
03.10.2004;10.00.00;23,5;54,5;1,5553
03.10.2004;11.00.00;25,7;46,6;1,5105
03.10.2004;12.00.00;26,6;43,7;1,5031
03.10.2004;13.00.00;27,4;41,8;1,5056
03.10.2004;14.00.00;27,4;42,8;1,5344
03.10.2004;15.00.00;27,1;43,3;1,5255
03.10.2004;16.00.00;26,9;44,4;1,551
03.10.2004;17.00.00;26,9;44,4;1,5538
03.10.2004;18.00.00;24,7;51,9;1,5868
03.10.2004;19.00.00;23,7;55,6;1,6074
03.10.2004;20.00.00;22,7;59,6;1,6261
03.10.2004;21.00.00;21,9;61,4;1,5946
03.10.2004;22.00.00;22;59,8;1,562
03.10.2004;23.00.00;20,5;64,9;1,5473
04.10.2004;00.00.00;19,8;66,9;1,5277
04.10.2004;01.00.00;18,4;71,6;1,4997
04.10.2004;02.00.00;18,9;68,6;1,4818
04.10.2004;03.00.00;17,8;72,3;1,4546
04.10.2004;04.00.00;17,1;73,9;1,4262
04.10.2004;05.00.00;17,7;70,3;1,4088
04.10.2004;06.00.00;17,1;71,8;1,3936
04.10.2004;07.00.00;18,3;67,5;1,4044
04.10.2004;08.00.00;18,5;67;1,4135
04.10.2004;09.00.00;19,9;61,7;1,4193
04.10.2004;10.00.00;22,9;52,6;1,4519
04.10.2004;11.00.00;24,2;49;1,4586
04.10.2004;12.00.00;25,8;44,7;1,459
04.10.2004;13.00.00;26;44,5;1,4731
04.10.2004;14.00.00;27,1;40,2;1,4217
04.10.2004;15.00.00;27,4;39,8;1,4318
04.10.2004;16.00.00;28,9;36,3;1,4291
04.10.2004;17.00.00;28,4;37,5;1,4251
04.10.2004;18.00.00;26;43,9;1,4562
04.10.2004;19.00.00;24,3;49,6;1,486
04.10.2004;20.00.00;23,3;53;1,4939
04.10.2004;21.00.00;22,6;55,1;1,4899
04.10.2004;22.00.00;21,2;59,3;1,4787
04.10.2004;23.00.00;20,6;60,9;1,4642
05.10.2004;00.00.00;20;63,1;1,4592
05.10.2004;01.00.00;19,7;63,4;1,4383
05.10.2004;02.00.00;20,8;58,8;1,4305
05.10.2004;03.00.00;17,8;69,8;1,4058
05.10.2004;04.00.00;18,8;65,3;1,4023
05.10.2004;05.00.00;17,6;69,5;1,3889
05.10.2004;06.00.00;17,4;69,7;1,3714
05.10.2004;07.00.00;17,4;70,1;1,3783
05.10.2004;08.00.00;18,5;65,5;1,3787
05.10.2004;09.00.00;20,6;58,5;1,4054
05.10.2004;10.00.00;23,9;48,7;1,4269
05.10.2004;11.00.00;26;43,8;1,4499
05.10.2004;12.00.00;28,6;37,3;1,4423
05.10.2004;13.00.00;27,9;38;1,4029
05.10.2004;14.00.00;28,4;37,6;1,4282
05.10.2004;15.00.00;28,5;37,3;1,4329
05.10.2004;16.00.00;30,8;31,8;1,3908
05.10.2004;17.00.00;29,7;33,1;1,3546
05.10.2004;18.00.00;27;40,2;1,4158
05.10.2004;19.00.00;25,6;47,5;1,539
05.10.2004;20.00.00;23,9;57,2;1,6774
05.10.2004;21.00.00;22,7;60,8;1,6582
05.10.2004;22.00.00;21,8;59,9;1,5492
05.10.2004;23.00.00;22,4;58,3;1,561
06.10.2004;00.00.00;21,7;60,2;1,5442
06.10.2004;01.00.00;21,2;61,4;1,5258
06.10.2004;02.00.00;19,3;68,4;1,513
06.10.2004;03.00.00;19,8;65,1;1,49
06.10.2004;04.00.00;20;62,9;1,4495
06.10.2004;05.00.00;18,3;68,5;1,4291
06.10.2004;06.00.00;18,1;68,5;1,4067
06.10.2004;07.00.00;17,6;70,5;1,4057
06.10.2004;08.00.00;18,3;67,8;1,4091
06.10.2004;09.00.00;20,4;61,2;1,447
06.10.2004;10.00.00;22,5;55,6;1,499
06.10.2004;11.00.00;25,7;46,4;1,507
06.10.2004;12.00.00;26,8;44,6;1,5467
06.10.2004;13.00.00;26;46,4;1,5414
06.10.2004;14.00.00;26,3;46;1,5478
06.10.2004;15.00.00;27,4;43,9;1,5811
06.10.2004;16.00.00;29,6;36,7;1,4936
06.10.2004;17.00.00;28,7;37,3;1,4486
06.10.2004;18.00.00;25,7;44,1;1,4331
06.10.2004;19.00.00;24,5;49,5;1,5022
06.10.2004;20.00.00;23,3;54,4;1,5386
06.10.2004;21.00.00;22,4;57,9;1,5449
06.10.2004;22.00.00;22,7;55,8;1,5218
06.10.2004;23.00.00;20,4;62,4;1,4758
07.10.2004;00.00.00;20,3;64,2;1,5063
07.10.2004;01.00.00;21,4;60,6;1,5236
07.10.2004;02.00.00;20,3;66,3;1,5657
07.10.2004;03.00.00;20,9;62,2;1,5182
07.10.2004;04.00.00;19,9;66,1;1,5198
07.10.2004;05.00.00;19,8;67,1;1,5305
07.10.2004;06.00.00;20,1;64,4;1,4967
07.10.2004;07.00.00;19,7;66,4;1,5035
07.10.2004;08.00.00;20,9;62,4;1,5226
07.10.2004;09.00.00;22,5;57;1,5314
07.10.2004;10.00.00;23,5;53,4;1,5241
07.10.2004;11.00.00;24,7;48,2;1,4802
07.10.2004;12.00.00;27,1;40,9;1,4405
07.10.2004;13.00.00;25,9;44,2;1,4576
07.10.2004;14.00.00;26,9;41,8;1,4555
07.10.2004;15.00.00;27,2;40,7;1,4481
07.10.2004;16.00.00;28,6;37,6;1,4468
07.10.2004;17.00.00;28;38,5;1,437
07.10.2004;18.00.00;25,2;45,8;1,4464
07.10.2004;19.00.00;24;50,6;1,4892
07.10.2004;20.00.00;23,2;54,7;1,5296
07.10.2004;21.00.00;22,3;57,1;1,5219
07.10.2004;22.00.00;21,8;58,2;1,5036
07.10.2004;23.00.00;20,9;61,3;1,4923
08.10.2004;00.00.00;20,6;62;1,4827
08.10.2004;01.00.00;20,3;62,5;1,472
08.10.2004;02.00.00;20,5;62,1;1,4771
08.10.2004;03.00.00;18,7;68,5;1,4586
08.10.2004;04.00.00;18,2;70,3;1,4498
08.10.2004;05.00.00;18,2;70,1;1,4552
08.10.2004;06.00.00;18,2;70;1,4519
08.10.2004;07.00.00;19,4;66,5;1,4801
08.10.2004;08.00.00;19,5;66,9;1,4999
08.10.2004;09.00.00;21,1;61,1;1,5056
08.10.2004;10.00.00;23,2;54,7;1,5349
08.10.2004;11.00.00;24,4;52,5;1,5807
08.10.2004;12.00.00;26,4;45,8;1,553
08.10.2004;13.00.00;27,7;39,2;1,4356
08.10.2004;14.00.00;28;39,6;1,4738
08.10.2004;15.00.00;28,7;38,4;1,486
08.10.2004;16.00.00;28,5;39,4;1,5147
08.10.2004;17.00.00;28,4;39,8;1,5191
08.10.2004;18.00.00;26,4;45,9;1,5572
08.10.2004;19.00.00;25,2;49,5;1,5665
08.10.2004;20.00.00;24,9;50,9;1,5856
08.10.2004;21.00.00;24,6;52,2;1,5951
08.10.2004;22.00.00;24;54,4;1,6049
08.10.2004;23.00.00;23,8;56,1;1,6298
09.10.2004;00.00.00;22,3;60,6;1,608
09.10.2004;01.00.00;21,9;61,5;1,5967
09.10.2004;02.00.00;21,1;64,5;1,594
09.10.2004;03.00.00;21;64,4;1,5828
09.10.2004;04.00.00;21,3;63,9;1,5951
09.10.2004;05.00.00;20,8;66,7;1,6201
09.10.2004;06.00.00;20,6;67,5;1,621
09.10.2004;07.00.00;20,9;66,3;1,6165
09.10.2004;08.00.00;21,5;63,7;1,6186
09.10.2004;09.00.00;23,7;56;1,6238
09.10.2004;10.00.00;26;48,2;1,598
09.10.2004;11.00.00;28,5;42,4;1,6286
09.10.2004;12.00.00;28,1;45,3;1,6957
09.10.2004;13.00.00;29;43,9;1,7309
09.10.2004;14.00.00;28,9;44,3;1,7392
09.10.2004;15.00.00;29,6;42,3;1,7248
09.10.2004;16.00.00;29,4;42,9;1,7308
09.10.2004;17.00.00;28,7;45,1;1,7468
09.10.2004;18.00.00;27;51,2;1,7928
09.10.2004;19.00.00;26,5;52,7;1,7966
09.10.2004;20.00.00;26,2;51,7;1,7334
09.10.2004;21.00.00;24,8;56,4;1,7447
09.10.2004;22.00.00;24,9;56;1,7367
09.10.2004;23.00.00;24,5;57,5;1,7433
10.10.2004;00.00.00;24,7;56,9;1,7438
10.10.2004;01.00.00;23,9;59,2;1,7327
10.10.2004;02.00.00;23,8;60,2;1,7515
10.10.2004;03.00.00;23,5;61,3;1,7538
10.10.2004;04.00.00;22,8;64;1,7507
10.10.2004;05.00.00;22,2;65,6;1,7355
10.10.2004;06.00.00;21,3;69,1;1,7275
10.10.2004;07.00.00;21,3;68,2;1,7127
10.10.2004;08.00.00;22,2;65,2;1,7256
10.10.2004;09.00.00;24,1;59;1,7449
10.10.2004;10.00.00;24,3;61,6;1,8468
10.10.2004;11.00.00;24,8;59,6;1,8351
10.10.2004;12.00.00;24,5;58,8;1,7838
10.10.2004;13.00.00;21;76,8;1,8881
10.10.2004;14.00.00;19,8;78;1,7879
10.10.2004;15.00.00;19,4;80,5;1,7917
10.10.2004;16.00.00;19,6;79,1;1,7877
10.10.2004;17.00.00;20,8;73,1;1,7695
10.10.2004;18.00.00;21,1;68,6;1,7014
10.10.2004;19.00.00;21,1;68,3;1,6914
10.10.2004;20.00.00;21,2;67,7;1,6848
10.10.2004;21.00.00;20,8;68,6;1,6719
10.10.2004;22.00.00;20,8;68,1;1,6585
10.10.2004;23.00.00;20,7;68,4;1,6507
11.10.2004;00.00.00;20,1;70,5;1,6384
11.10.2004;01.00.00;20,2;67,9;1,5901
11.10.2004;02.00.00;19,4;70,4;1,5663
11.10.2004;03.00.00;18,8;73,8;1,5885
11.10.2004;04.00.00;17,9;77,7;1,5795
11.10.2004;05.00.00;18,2;76,9;1,5945
11.10.2004;06.00.00;18,6;74,9;1,5918
11.10.2004;07.00.00;19,6;70,3;1,5821
11.10.2004;08.00.00;20,2;66,6;1,5567
11.10.2004;09.00.00;19,7;68,9;1,5638
11.10.2004;10.00.00;19,2;73,4;1,6192
11.10.2004;11.00.00;20;69,6;1,607
11.10.2004;12.00.00;21,1;64;1,5795
11.10.2004;13.00.00;20,2;67,4;1,5832
11.10.2004;14.00.00;20,2;68,9;1,6074
11.10.2004;15.00.00;21,9;57,6;1,4942
11.10.2004;16.00.00;23,2;52;1,4642
11.10.2004;17.00.00;21,7;59,1;1,5115
11.10.2004;18.00.00;20,8;61,4;1,4898
11.10.2004;19.00.00;19,9;64,2;1,4711
11.10.2004;20.00.00;19,7;65,1;1,4769
11.10.2004;21.00.00;20;63,3;1,4672
11.10.2004;22.00.00;19;66,1;1,4415
11.10.2004;23.00.00;18,8;60,9;1,3032
12.10.2004;00.00.00;18,9;60,7;1,311
12.10.2004;01.00.00;18,1;65,2;1,343
12.10.2004;02.00.00;18,3;65,1;1,3529
12.10.2004;03.00.00;18,3;66,9;1,3952
12.10.2004;04.00.00;17,8;67,5;1,3674
12.10.2004;05.00.00;16,9;66,7;1,2772
12.10.2004;06.00.00;17,8;60,6;1,2276
12.10.2004;07.00.00;17,6;60,8;1,2151
12.10.2004;08.00.00;17,9;57,8;1,1751
12.10.2004;09.00.00;18,1;56,4;1,1645
12.10.2004;10.00.00;18,2;55,9;1,1547
12.10.2004;11.00.00;19,7;49,1;1,1148
12.10.2004;12.00.00;20,8;45,8;1,1126
12.10.2004;13.00.00;20,5;46;1,1
12.10.2004;14.00.00;18,9;50,6;1,0927
12.10.2004;15.00.00;18,4;51,6;1,0832
12.10.2004;16.00.00;17,9;52,6;1,0711
12.10.2004;17.00.00;17,1;54,2;1,0503
12.10.2004;18.00.00;16,5;56,2;1,0455
12.10.2004;19.00.00;16,7;54,1;1,0212
12.10.2004;20.00.00;15,4;57,7;1,0008
12.10.2004;21.00.00;15,5;57,1;0,9971
12.10.2004;22.00.00;15,6;55,9;0,985
12.10.2004;23.00.00;14,8;58,4;0,9777
13.10.2004;00.00.00;14,8;57,9;0,9662
13.10.2004;01.00.00;14,6;57,6;0,9517
13.10.2004;02.00.00;14,6;57,1;0,9428
13.10.2004;03.00.00;14,4;57,6;0,9416
13.10.2004;04.00.00;14,5;57,4;0,9413
13.10.2004;05.00.00;14,3;58,4;0,9501
13.10.2004;06.00.00;14,7;57,4;0,9564
13.10.2004;07.00.00;14,3;58,1;0,9404
13.10.2004;08.00.00;14;58,3;0,9294
13.10.2004;09.00.00;15,4;53,2;0,9246
13.10.2004;10.00.00;16,5;49,9;0,9289
13.10.2004;11.00.00;17,4;47,6;0,9387
13.10.2004;12.00.00;18;46,1;0,9401
13.10.2004;13.00.00;17,9;46,5;0,9474
13.10.2004;14.00.00;17,4;48,3;0,955
13.10.2004;15.00.00;16;52,6;0,9489
13.10.2004;16.00.00;15,3;58,7;1,0154
13.10.2004;17.00.00;15,2;55,9;0,9572
13.10.2004;18.00.00;14,8;56,3;0,9459
13.10.2004;19.00.00;14,7;57,8;0,9626
13.10.2004;20.00.00;14,8;57,3;0,9603
13.10.2004;21.00.00;14,9;57,1;0,9581
13.10.2004;22.00.00;15,2;55,5;0,9521
13.10.2004;23.00.00;15,3;55,4;0,9564
14.10.2004;00.00.00;15,1;56,9;0,9673
14.10.2004;01.00.00;15;56,4;0,9554
14.10.2004;02.00.00;14,9;56,4;0,9474
14.10.2004;03.00.00;15,2;54,7;0,9394
14.10.2004;04.00.00;15,1;55,4;0,9439
14.10.2004;05.00.00;14,9;56,8;0,9541
14.10.2004;06.00.00;15,2;55,9;0,9589
14.10.2004;07.00.00;15,3;56,3;0,9684
14.10.2004;08.00.00;15,6;55,4;0,9725
14.10.2004;09.00.00;16,3;53,3;0,9809
14.10.2004;10.00.00;20,4;42,2;0,9964
14.10.2004;11.00.00;21,9;39,4;1,0234
14.10.2004;12.00.00;21,5;41,2;1,0399
14.10.2004;13.00.00;22,2;41,4;1,097
14.10.2004;14.00.00;21;46,8;1,1508
14.10.2004;15.00.00;21,9;44,9;1,1635
14.10.2004;16.00.00;21,5;46,7;1,1837
14.10.2004;17.00.00;19,7;56,6;1,2811
14.10.2004;18.00.00;18,8;60,8;1,3036
14.10.2004;19.00.00;19,3;59,6;1,3195
14.10.2004;20.00.00;17,6;69,2;1,3803
14.10.2004;21.00.00;16,4;77,1;1,4243
14.10.2004;22.00.00;16,6;77,3;1,4491
14.10.2004;23.00.00;15,9;78,1;1,4039
15.10.2004;00.00.00;15,1;82,3;1,4009
15.10.2004;01.00.00;14,8;83,8;1,4005
15.10.2004;02.00.00;14,4;84,6;1,3794
15.10.2004;03.00.00;15,8;77,6;1,3792
15.10.2004;04.00.00;15,2;79,4;1,3605
15.10.2004;05.00.00;14,8;81,9;1,3735
15.10.2004;06.00.00;14,6;82,9;1,3706
15.10.2004;07.00.00;14,8;80,4;1,3428
15.10.2004;08.00.00;15,6;77,1;1,3527
15.10.2004;09.00.00;17,3;70,9;1,3876
15.10.2004;10.00.00;22,2;51,3;1,3543
15.10.2004;11.00.00;24,4;43,9;1,3184
15.10.2004;12.00.00;22,7;47,6;1,2989
15.10.2004;13.00.00;20,5;61,5;1,4673
15.10.2004;14.00.00;23,3;40,4;1,1421
15.10.2004;15.00.00;23,2;39,9;1,1172
15.10.2004;16.00.00;21,5;44,5;1,129
15.10.2004;17.00.00;20,9;48,5;1,1878
15.10.2004;18.00.00;19,8;53,1;1,216
15.10.2004;19.00.00;20,1;53,6;1,2477
15.10.2004;20.00.00;19,6;56;1,2623
15.10.2004;21.00.00;18,6;60,4;1,2817
15.10.2004;22.00.00;14,5;78,3;1,288
15.10.2004;23.00.00;16,3;70,5;1,2921
16.10.2004;00.00.00;14,1;83,8;1,346
16.10.2004;01.00.00;14,5;81,3;1,3399
16.10.2004;02.00.00;14,7;80,7;1,3414
16.10.2004;03.00.00;14,5;82,1;1,3493
16.10.2004;04.00.00;15;78,4;1,3333
16.10.2004;05.00.00;14,5;80,5;1,3221
16.10.2004;06.00.00;14,6;79;1,3082
16.10.2004;07.00.00;15;74,8;1,2672
16.10.2004;08.00.00;15,9;70,4;1,2658
16.10.2004;09.00.00;17,4;62,3;1,2282
16.10.2004;10.00.00;21,3;42,9;1,0727
16.10.2004;11.00.00;22;38,9;1,0154
16.10.2004;12.00.00;20,3;41,3;0,9745
16.10.2004;13.00.00;20,2;45,6;1,0663
16.10.2004;14.00.00;20,8;37,4;0,9107
16.10.2004;15.00.00;21,6;35,9;0,9164
16.10.2004;16.00.00;22;35,7;0,9329
16.10.2004;17.00.00;19,9;42;0,9665
16.10.2004;18.00.00;19,2;46,3;1,0158
16.10.2004;19.00.00;17,9;56,9;1,1545
16.10.2004;20.00.00;14,7;75,5;1,2554
16.10.2004;21.00.00;15,1;78,9;1,3409
16.10.2004;22.00.00;17,2;66,7;1,2987
16.10.2004;23.00.00;15,4;73,2;1,2755
17.10.2004;00.00.00;16,5;68,5;1,2753
17.10.2004;01.00.00;16,4;70,3;1,3031
17.10.2004;02.00.00;15,4;78,1;1,3557
17.10.2004;03.00.00;15,8;75,5;1,3436
17.10.2004;04.00.00;16;69,5;1,2549
17.10.2004;05.00.00;15;71;1,2032
17.10.2004;06.00.00;13,9;75,2;1,1884
17.10.2004;07.00.00;15,9;62,1;1,1103
17.10.2004;08.00.00;15,9;61;1,0911
17.10.2004;09.00.00;17,1;58,7;1,1332
17.10.2004;10.00.00;19,2;51,9;1,1404
17.10.2004;11.00.00;21,5;42,6;1,0798
17.10.2004;12.00.00;21,6;39,9;1,0156
17.10.2004;13.00.00;21,6;40,4;1,0309
17.10.2004;14.00.00;22;37,3;0,9768
17.10.2004;15.00.00;22,1;35,2;0,9253
17.10.2004;16.00.00;22,4;36;0,9621
17.10.2004;17.00.00;20,9;40,3;0,9866
17.10.2004;18.00.00;19,8;41,5;0,9489
17.10.2004;19.00.00;18,2;46;0,9538
17.10.2004;20.00.00;17,3;50,3;0,9837
17.10.2004;21.00.00;15,8;57,6;1,0271
17.10.2004;22.00.00;15,5;59,7;1,0413
17.10.2004;23.00.00;15,5;60,6;1,0574
18.10.2004;00.00.00;15,8;59,9;1,0676
18.10.2004;01.00.00;14,8;64,3;1,073
18.10.2004;02.00.00;14,8;64,7;1,0788
18.10.2004;03.00.00;13,8;67,6;1,0581
18.10.2004;04.00.00;14,5;65;1,0672
18.10.2004;05.00.00;14;67,4;1,0703
18.10.2004;06.00.00;12,6;73,6;1,0699
18.10.2004;07.00.00;13,3;70,4;1,0711
18.10.2004;08.00.00;14,4;65,8;1,0773
18.10.2004;09.00.00;16,8;57,8;1,0947
18.10.2004;10.00.00;19,7;49,3;1,1199
18.10.2004;11.00.00;21,1;47,2;1,1659
18.10.2004;12.00.00;22,2;43,2;1,1427
18.10.2004;13.00.00;21,4;47,2;1,1927
18.10.2004;14.00.00;19,9;55,4;1,2702
18.10.2004;15.00.00;20,3;54;1,2744
18.10.2004;16.00.00;20;56,5;1,3051
18.10.2004;17.00.00;19,7;57,8;1,3138
18.10.2004;18.00.00;19,3;59;1,3077
18.10.2004;19.00.00;18,5;60,3;1,2706
18.10.2004;20.00.00;17,8;66,3;1,341
18.10.2004;21.00.00;17,6;65,9;1,3175
18.10.2004;22.00.00;17,5;63,5;1,2622
18.10.2004;23.00.00;16,5;67,2;1,2491
