Date;Time;NMHC(GT)
29.09.2004;00.00.00;-200
29.09.2004;01.00.00;-200
29.09.2004;02.00.00;-200
29.09.2004;03.00.00;-200
29.09.2004;04.00.00;-200
29.09.2004;05.00.00;-200
29.09.2004;06.00.00;-200
29.09.2004;07.00.00;-200
29.09.2004;08.00.00;-200
29.09.2004;09.00.00;-200
29.09.2004;10.00.00;-200
29.09.2004;11.00.00;-200
29.09.2004;12.00.00;-200
29.09.2004;13.00.00;-200
29.09.2004;14.00.00;-200
29.09.2004;15.00.00;-200
29.09.2004;16.00.00;-200
29.09.2004;17.00.00;-200
29.09.2004;18.00.00;-200
29.09.2004;19.00.00;-200
29.09.2004;20.00.00;-200
29.09.2004;21.00.00;-200
29.09.2004;22.00.00;-200
29.09.2004;23.00.00;-200
30.09.2004;00.00.00;-200
30.09.2004;01.00.00;-200
30.09.2004;02.00.00;-200
30.09.2004;03.00.00;-200
30.09.2004;04.00.00;-200
30.09.2004;05.00.00;-200
30.09.2004;06.00.00;-200
30.09.2004;07.00.00;-200
30.09.2004;08.00.00;-200
30.09.2004;09.00.00;-200
30.09.2004;10.00.00;-200
30.09.2004;11.00.00;-200
30.09.2004;12.00.00;-200
30.09.2004;13.00.00;-200
30.09.2004;14.00.00;-200
30.09.2004;15.00.00;-200
30.09.2004;16.00.00;-200
30.09.2004;17.00.00;-200
30.09.2004;18.00.00;-200
30.09.2004;19.00.00;-200
30.09.2004;20.00.00;-200
30.09.2004;21.00.00;-200
30.09.2004;22.00.00;-200
30.09.2004;23.00.00;-200
01.10.2004;00.00.00;-200
01.10.2004;01.00.00;-200
01.10.2004;02.00.00;-200
01.10.2004;03.00.00;-200
01.10.2004;04.00.00;-200
01.10.2004;05.00.00;-200
01.10.2004;06.00.00;-200
01.10.2004;07.00.00;-200
01.10.2004;08.00.00;-200
01.10.2004;09.00.00;-200
01.10.2004;10.00.00;-200
01.10.2004;11.00.00;-200
01.10.2004;12.00.00;-200
01.10.2004;13.00.00;-200
01.10.2004;14.00.00;-200
01.10.2004;15.00.00;-200
01.10.2004;16.00.00;-200
01.10.2004;17.00.00;-200
01.10.2004;18.00.00;-200
01.10.2004;19.00.00;-200
01.10.2004;20.00.00;-200
01.10.2004;21.00.00;-200
01.10.2004;22.00.00;-200
01.10.2004;23.00.00;-200
02.10.2004;00.00.00;-200
02.10.2004;01.00.00;-200
02.10.2004;02.00.00;-200
02.10.2004;03.00.00;-200
02.10.2004;04.00.00;-200
02.10.2004;05.00.00;-200
02.10.2004;06.00.00;-200
02.10.2004;07.00.00;-200
02.10.2004;08.00.00;-200
02.10.2004;09.00.00;-200
02.10.2004;10.00.00;-200
02.10.2004;11.00.00;-200
02.10.2004;12.00.00;-200
02.10.2004;13.00.00;-200
02.10.2004;14.00.00;-200
02.10.2004;15.00.00;-200
02.10.2004;16.00.00;-200
02.10.2004;17.00.00;-200
02.10.2004;18.00.00;-200
02.10.2004;19.00.00;-200
02.10.2004;20.00.00;-200
02.10.2004;21.00.00;-200
02.10.2004;22.00.00;-200
02.10.2004;23.00.00;-200
03.10.2004;00.00.00;-200
03.10.2004;01.00.00;-200
03.10.2004;02.00.00;-200
03.10.2004;03.00.00;-200
03.10.2004;04.00.00;-200
03.10.2004;05.00.00;-200
03.10.2004;06.00.00;-200
03.10.2004;07.00.00;-200
03.10.2004;08.00.00;-200
03.10.2004;09.00.00;-200
03.10.2004;10.00.00;-200
03.10.2004;11.00.00;-200
03.10.2004;12.00.00;-200
03.10.2004;13.00.00;-200
03.10.2004;14.00.00;-200
03.10.2004;15.00.00;-200
03.10.2004;16.00.00;-200
03.10.2004;17.00.00;-200
03.10.2004;18.00.00;-200
03.10.2004;19.00.00;-200
03.10.2004;20.00.00;-200
03.10.2004;21.00.00;-200
03.10.2004;22.00.00;-200
03.10.2004;23.00.00;-200
04.10.2004;00.00.00;-200
04.10.2004;01.00.00;-200
04.10.2004;02.00.00;-200
04.10.2004;03.00.00;-200
04.10.2004;04.00.00;-200
04.10.2004;05.00.00;-200
04.10.2004;06.00.00;-200
04.10.2004;07.00.00;-200
04.10.2004;08.00.00;-200
04.10.2004;09.00.00;-200
04.10.2004;10.00.00;-200
04.10.2004;11.00.00;-200
04.10.2004;12.00.00;-200
04.10.2004;13.00.00;-200
04.10.2004;14.00.00;-200
04.10.2004;15.00.00;-200
04.10.2004;16.00.00;-200
04.10.2004;17.00.00;-200
04.10.2004;18.00.00;-200
04.10.2004;19.00.00;-200
04.10.2004;20.00.00;-200
04.10.2004;21.00.00;-200
04.10.2004;22.00.00;-200
04.10.2004;23.00.00;-200
05.10.2004;00.00.00;-200
05.10.2004;01.00.00;-200
05.10.2004;02.00.00;-200
05.10.2004;03.00.00;-200
05.10.2004;04.00.00;-200
05.10.2004;05.00.00;-200
05.10.2004;06.00.00;-200
05.10.2004;07.00.00;-200
05.10.2004;08.00.00;-200
05.10.2004;09.00.00;-200
05.10.2004;10.00.00;-200
05.10.2004;11.00.00;-200
05.10.2004;12.00.00;-200
05.10.2004;13.00.00;-200
05.10.2004;14.00.00;-200
05.10.2004;15.00.00;-200
05.10.2004;16.00.00;-200
05.10.2004;17.00.00;-200
05.10.2004;18.00.00;-200
05.10.2004;19.00.00;-200
05.10.2004;20.00.00;-200
05.10.2004;21.00.00;-200
05.10.2004;22.00.00;-200
05.10.2004;23.00.00;-200
06.10.2004;00.00.00;-200
06.10.2004;01.00.00;-200
06.10.2004;02.00.00;-200
06.10.2004;03.00.00;-200
06.10.2004;04.00.00;-200
06.10.2004;05.00.00;-200
06.10.2004;06.00.00;-200
06.10.2004;07.00.00;-200
06.10.2004;08.00.00;-200
06.10.2004;09.00.00;-200
06.10.2004;10.00.00;-200
06.10.2004;11.00.00;-200
06.10.2004;12.00.00;-200
06.10.2004;13.00.00;-200
06.10.2004;14.00.00;-200
06.10.2004;15.00.00;-200
06.10.2004;16.00.00;-200
06.10.2004;17.00.00;-200
06.10.2004;18.00.00;-200
06.10.2004;19.00.00;-200
06.10.2004;20.00.00;-200
06.10.2004;21.00.00;-200
06.10.2004;22.00.00;-200
06.10.2004;23.00.00;-200
07.10.2004;00.00.00;-200
07.10.2004;01.00.00;-200
07.10.2004;02.00.00;-200
07.10.2004;03.00.00;-200
07.10.2004;04.00.00;-200
07.10.2004;05.00.00;-200
07.10.2004;06.00.00;-200
07.10.2004;07.00.00;-200
07.10.2004;08.00.00;-200
07.10.2004;09.00.00;-200
07.10.2004;10.00.00;-200
07.10.2004;11.00.00;-200
07.10.2004;12.00.00;-200
07.10.2004;13.00.00;-200
07.10.2004;14.00.00;-200
07.10.2004;15.00.00;-200
07.10.2004;16.00.00;-200
07.10.2004;17.00.00;-200
07.10.2004;18.00.00;-200
07.10.2004;19.00.00;-200
07.10.2004;20.00.00;-200
07.10.2004;21.00.00;-200
07.10.2004;22.00.00;-200
07.10.2004;23.00.00;-200
08.10.2004;00.00.00;-200
08.10.2004;01.00.00;-200
08.10.2004;02.00.00;-200
08.10.2004;03.00.00;-200
08.10.2004;04.00.00;-200
08.10.2004;05.00.00;-200
08.10.2004;06.00.00;-200
08.10.2004;07.00.00;-200
08.10.2004;08.00.00;-200
08.10.2004;09.00.00;-200
08.10.2004;10.00.00;-200
08.10.2004;11.00.00;-200
08.10.2004;12.00.00;-200
08.10.2004;13.00.00;-200
08.10.2004;14.00.00;-200
08.10.2004;15.00.00;-200
08.10.2004;16.00.00;-200
08.10.2004;17.00.00;-200
08.10.2004;18.00.00;-200
08.10.2004;19.00.00;-200
08.10.2004;20.00.00;-200
08.10.2004;21.00.00;-200
08.10.2004;22.00.00;-200
08.10.2004;23.00.00;-200
09.10.2004;00.00.00;-200
09.10.2004;01.00.00;-200
09.10.2004;02.00.00;-200
09.10.2004;03.00.00;-200
09.10.2004;04.00.00;-200
09.10.2004;05.00.00;-200
09.10.2004;06.00.00;-200
09.10.2004;07.00.00;-200
09.10.2004;08.00.00;-200
09.10.2004;09.00.00;-200
09.10.2004;10.00.00;-200
09.10.2004;11.00.00;-200
09.10.2004;12.00.00;-200
09.10.2004;13.00.00;-200
09.10.2004;14.00.00;-200
09.10.2004;15.00.00;-200
09.10.2004;16.00.00;-200
09.10.2004;17.00.00;-200
09.10.2004;18.00.00;-200
09.10.2004;19.00.00;-200
09.10.2004;20.00.00;-200
09.10.2004;21.00.00;-200
09.10.2004;22.00.00;-200
09.10.2004;23.00.00;-200
10.10.2004;00.00.00;-200
10.10.2004;01.00.00;-200
10.10.2004;02.00.00;-200
10.10.2004;03.00.00;-200
10.10.2004;04.00.00;-200
10.10.2004;05.00.00;-200
10.10.2004;06.00.00;-200
10.10.2004;07.00.00;-200
10.10.2004;08.00.00;-200
10.10.2004;09.00.00;-200
10.10.2004;10.00.00;-200
10.10.2004;11.00.00;-200
10.10.2004;12.00.00;-200
10.10.2004;13.00.00;-200
10.10.2004;14.00.00;-200
10.10.2004;15.00.00;-200
10.10.2004;16.00.00;-200
10.10.2004;17.00.00;-200
10.10.2004;18.00.00;-200
10.10.2004;19.00.00;-200
10.10.2004;20.00.00;-200
10.10.2004;21.00.00;-200
10.10.2004;22.00.00;-200
10.10.2004;23.00.00;-200
11.10.2004;00.00.00;-200
11.10.2004;01.00.00;-200
11.10.2004;02.00.00;-200
11.10.2004;03.00.00;-200
11.10.2004;04.00.00;-200
11.10.2004;05.00.00;-200
11.10.2004;06.00.00;-200
11.10.2004;07.00.00;-200
11.10.2004;08.00.00;-200
11.10.2004;09.00.00;-200
11.10.2004;10.00.00;-200
11.10.2004;11.00.00;-200
11.10.2004;12.00.00;-200
11.10.2004;13.00.00;-200
11.10.2004;14.00.00;-200
11.10.2004;15.00.00;-200
11.10.2004;16.00.00;-200
11.10.2004;17.00.00;-200
11.10.2004;18.00.00;-200
11.10.2004;19.00.00;-200
11.10.2004;20.00.00;-200
11.10.2004;21.00.00;-200
11.10.2004;22.00.00;-200
11.10.2004;23.00.00;-200
12.10.2004;00.00.00;-200
12.10.2004;01.00.00;-200
12.10.2004;02.00.00;-200
12.10.2004;03.00.00;-200
12.10.2004;04.00.00;-200
12.10.2004;05.00.00;-200
12.10.2004;06.00.00;-200
12.10.2004;07.00.00;-200
12.10.2004;08.00.00;-200
12.10.2004;09.00.00;-200
12.10.2004;10.00.00;-200
12.10.2004;11.00.00;-200
12.10.2004;12.00.00;-200
12.10.2004;13.00.00;-200
12.10.2004;14.00.00;-200
12.10.2004;15.00.00;-200
12.10.2004;16.00.00;-200
12.10.2004;17.00.00;-200
12.10.2004;18.00.00;-200
12.10.2004;19.00.00;-200
12.10.2004;20.00.00;-200
12.10.2004;21.00.00;-200
12.10.2004;22.00.00;-200
12.10.2004;23.00.00;-200
13.10.2004;00.00.00;-200
13.10.2004;01.00.00;-200
13.10.2004;02.00.00;-200
13.10.2004;03.00.00;-200
13.10.2004;04.00.00;-200
13.10.2004;05.00.00;-200
13.10.2004;06.00.00;-200
13.10.2004;07.00.00;-200
13.10.2004;08.00.00;-200
13.10.2004;09.00.00;-200
13.10.2004;10.00.00;-200
13.10.2004;11.00.00;-200
13.10.2004;12.00.00;-200
13.10.2004;13.00.00;-200
13.10.2004;14.00.00;-200
13.10.2004;15.00.00;-200
13.10.2004;16.00.00;-200
13.10.2004;17.00.00;-200
13.10.2004;18.00.00;-200
13.10.2004;19.00.00;-200
13.10.2004;20.00.00;-200
13.10.2004;21.00.00;-200
13.10.2004;22.00.00;-200
13.10.2004;23.00.00;-200
14.10.2004;00.00.00;-200
14.10.2004;01.00.00;-200
14.10.2004;02.00.00;-200
14.10.2004;03.00.00;-200
14.10.2004;04.00.00;-200
14.10.2004;05.00.00;-200
14.10.2004;06.00.00;-200
14.10.2004;07.00.00;-200
14.10.2004;08.00.00;-200
14.10.2004;09.00.00;-200
14.10.2004;10.00.00;-200
14.10.2004;11.00.00;-200
14.10.2004;12.00.00;-200
14.10.2004;13.00.00;-200
14.10.2004;14.00.00;-200
14.10.2004;15.00.00;-200
14.10.2004;16.00.00;-200
14.10.2004;17.00.00;-200
14.10.2004;18.00.00;-200
14.10.2004;19.00.00;-200
14.10.2004;20.00.00;-200
14.10.2004;21.00.00;-200
14.10.2004;22.00.00;-200
14.10.2004;23.00.00;-200
15.10.2004;00.00.00;-200
15.10.2004;01.00.00;-200
15.10.2004;02.00.00;-200
15.10.2004;03.00.00;-200
15.10.2004;04.00.00;-200
15.10.2004;05.00.00;-200
15.10.2004;06.00.00;-200
15.10.2004;07.00.00;-200
15.10.2004;08.00.00;-200
15.10.2004;09.00.00;-200
15.10.2004;10.00.00;-200
15.10.2004;11.00.00;-200
15.10.2004;12.00.00;-200
15.10.2004;13.00.00;-200
15.10.2004;14.00.00;-200
15.10.2004;15.00.00;-200
15.10.2004;16.00.00;-200
15.10.2004;17.00.00;-200
15.10.2004;18.00.00;-200
15.10.2004;19.00.00;-200
15.10.2004;20.00.00;-200
15.10.2004;21.00.00;-200
15.10.2004;22.00.00;-200
15.10.2004;23.00.00;-200
16.10.2004;00.00.00;-200
16.10.2004;01.00.00;-200
16.10.2004;02.00.00;-200
16.10.2004;03.00.00;-200
16.10.2004;04.00.00;-200
16.10.2004;05.00.00;-200
16.10.2004;06.00.00;-200
16.10.2004;07.00.00;-200
16.10.2004;08.00.00;-200
16.10.2004;09.00.00;-200
16.10.2004;10.00.00;-200
16.10.2004;11.00.00;-200
16.10.2004;12.00.00;-200
16.10.2004;13.00.00;-200
16.10.2004;14.00.00;-200
16.10.2004;15.00.00;-200
16.10.2004;16.00.00;-200
16.10.2004;17.00.00;-200
16.10.2004;18.00.00;-200
16.10.2004;19.00.00;-200
16.10.2004;20.00.00;-200
16.10.2004;21.00.00;-200
16.10.2004;22.00.00;-200
16.10.2004;23.00.00;-200
17.10.2004;00.00.00;-200
17.10.2004;01.00.00;-200
17.10.2004;02.00.00;-200
17.10.2004;03.00.00;-200
17.10.2004;04.00.00;-200
17.10.2004;05.00.00;-200
17.10.2004;06.00.00;-200
17.10.2004;07.00.00;-200
17.10.2004;08.00.00;-200
17.10.2004;09.00.00;-200
17.10.2004;10.00.00;-200
17.10.2004;11.00.00;-200
17.10.2004;12.00.00;-200
17.10.2004;13.00.00;-200
17.10.2004;14.00.00;-200
17.10.2004;15.00.00;-200
17.10.2004;16.00.00;-200
17.10.2004;17.00.00;-200
17.10.2004;18.00.00;-200
17.10.2004;19.00.00;-200
17.10.2004;20.00.00;-200
17.10.2004;21.00.00;-200
17.10.2004;22.00.00;-200
17.10.2004;23.00.00;-200
18.10.2004;00.00.00;-200
18.10.2004;01.00.00;-200
18.10.2004;02.00.00;-200
18.10.2004;03.00.00;-200
18.10.2004;04.00.00;-200
18.10.2004;05.00.00;-200
18.10.2004;06.00.00;-200
18.10.2004;07.00.00;-200
18.10.2004;08.00.00;-200
18.10.2004;09.00.00;-200
18.10.2004;10.00.00;-200
18.10.2004;11.00.00;-200
18.10.2004;12.00.00;-200
18.10.2004;13.00.00;-200
18.10.2004;14.00.00;-200
18.10.2004;15.00.00;-200
18.10.2004;16.00.00;-200
18.10.2004;17.00.00;-200
18.10.2004;18.00.00;-200
18.10.2004;19.00.00;-200
18.10.2004;20.00.00;-200
18.10.2004;21.00.00;-200
18.10.2004;22.00.00;-200
18.10.2004;23.00.00;-200
19.10.2004;00.00.00;-200
19.10.2004;01.00.00;-200
19.10.2004;02.00.00;-200
19.10.2004;03.00.00;-200
19.10.2004;04.00.00;-200
19.10.2004;05.00.00;-200
19.10.2004;06.00.00;-200
19.10.2004;07.00.00;-200
19.10.2004;08.00.00;-200
19.10.2004;09.00.00;-200
19.10.2004;10.00.00;-200
19.10.2004;11.00.00;-200
19.10.2004;12.00.00;-200
19.10.2004;13.00.00;-200
19.10.2004;14.00.00;-200
19.10.2004;15.00.00;-200
19.10.2004;16.00.00;-200
19.10.2004;17.00.00;-200
19.10.2004;18.00.00;-200
19.10.2004;19.00.00;-200
19.10.2004;20.00.00;-200
19.10.2004;21.00.00;-200
19.10.2004;22.00.00;-200
19.10.2004;23.00.00;-200
20.10.2004;00.00.00;-200
20.10.2004;01.00.00;-200
20.10.2004;02.00.00;-200
20.10.2004;03.00.00;-200
20.10.2004;04.00.00;-200
20.10.2004;05.00.00;-200
20.10.2004;06.00.00;-200
20.10.2004;07.00.00;-200
20.10.2004;08.00.00;-200
20.10.2004;09.00.00;-200
20.10.2004;10.00.00;-200
20.10.2004;11.00.00;-200
20.10.2004;12.00.00;-200
20.10.2004;13.00.00;-200
20.10.2004;14.00.00;-200
20.10.2004;15.00.00;-200
20.10.2004;16.00.00;-200
20.10.2004;17.00.00;-200
20.10.2004;18.00.00;-200
20.10.2004;19.00.00;-200
20.10.2004;20.00.00;-200
20.10.2004;21.00.00;-200
20.10.2004;22.00.00;-200
20.10.2004;23.00.00;-200
21.10.2004;00.00.00;-200
21.10.2004;01.00.00;-200
21.10.2004;02.00.00;-200
21.10.2004;03.00.00;-200
21.10.2004;04.00.00;-200
21.10.2004;05.00.00;-200
21.10.2004;06.00.00;-200
21.10.2004;07.00.00;-200
21.10.2004;08.00.00;-200
21.10.2004;09.00.00;-200
21.10.2004;10.00.00;-200
21.10.2004;11.00.00;-200
21.10.2004;12.00.00;-200
21.10.2004;13.00.00;-200
21.10.2004;14.00.00;-200
21.10.2004;15.00.00;-200
21.10.2004;16.00.00;-200
21.10.2004;17.00.00;-200
21.10.2004;18.00.00;-200
21.10.2004;19.00.00;-200
21.10.2004;20.00.00;-200
21.10.2004;21.00.00;-200
21.10.2004;22.00.00;-200
21.10.2004;23.00.00;-200
22.10.2004;00.00.00;-200
22.10.2004;01.00.00;-200
22.10.2004;02.00.00;-200
22.10.2004;03.00.00;-200
22.10.2004;04.00.00;-200
22.10.2004;05.00.00;-200
22.10.2004;06.00.00;-200
22.10.2004;07.00.00;-200
22.10.2004;08.00.00;-200
22.10.2004;09.00.00;-200
22.10.2004;10.00.00;-200
22.10.2004;11.00.00;-200
22.10.2004;12.00.00;-200
22.10.2004;13.00.00;-200
22.10.2004;14.00.00;-200
22.10.2004;15.00.00;-200
22.10.2004;16.00.00;-200
22.10.2004;17.00.00;-200
22.10.2004;18.00.00;-200
22.10.2004;19.00.00;-200
22.10.2004;20.00.00;-200
22.10.2004;21.00.00;-200
22.10.2004;22.00.00;-200
22.10.2004;23.00.00;-200
23.10.2004;00.00.00;-200
23.10.2004;01.00.00;-200
23.10.2004;02.00.00;-200
23.10.2004;03.00.00;-200
23.10.2004;04.00.00;-200
23.10.2004;05.00.00;-200
23.10.2004;06.00.00;-200
23.10.2004;07.00.00;-200
23.10.2004;08.00.00;-200
23.10.2004;09.00.00;-200
23.10.2004;10.00.00;-200
23.10.2004;11.00.00;-200
23.10.2004;12.00.00;-200
23.10.2004;13.00.00;-200
23.10.2004;14.00.00;-200
23.10.2004;15.00.00;-200
23.10.2004;16.00.00;-200
23.10.2004;17.00.00;-200
23.10.2004;18.00.00;-200
23.10.2004;19.00.00;-200
23.10.2004;20.00.00;-200
23.10.2004;21.00.00;-200
23.10.2004;22.00.00;-200
23.10.2004;23.00.00;-200
24.10.2004;00.00.00;-200
24.10.2004;01.00.00;-200
24.10.2004;02.00.00;-200
24.10.2004;03.00.00;-200
24.10.2004;04.00.00;-200
24.10.2004;05.00.00;-200
24.10.2004;06.00.00;-200
24.10.2004;07.00.00;-200
24.10.2004;08.00.00;-200
24.10.2004;09.00.00;-200
24.10.2004;10.00.00;-200
24.10.2004;11.00.00;-200
24.10.2004;12.00.00;-200
24.10.2004;13.00.00;-200
24.10.2004;14.00.00;-200
24.10.2004;15.00.00;-200
24.10.2004;16.00.00;-200
24.10.2004;17.00.00;-200
24.10.2004;18.00.00;-200
24.10.2004;19.00.00;-200
24.10.2004;20.00.00;-200
24.10.2004;21.00.00;-200
24.10.2004;22.00.00;-200
24.10.2004;23.00.00;-200
25.10.2004;00.00.00;-200
25.10.2004;01.00.00;-200
25.10.2004;02.00.00;-200
25.10.2004;03.00.00;-200
25.10.2004;04.00.00;-200
25.10.2004;05.00.00;-200
25.10.2004;06.00.00;-200
25.10.2004;07.00.00;-200
25.10.2004;08.00.00;-200
25.10.2004;09.00.00;-200
25.10.2004;10.00.00;-200
25.10.2004;11.00.00;-200
25.10.2004;12.00.00;-200
25.10.2004;13.00.00;-200
25.10.2004;14.00.00;-200
25.10.2004;15.00.00;-200
25.10.2004;16.00.00;-200
25.10.2004;17.00.00;-200
25.10.2004;18.00.00;-200
25.10.2004;19.00.00;-200
25.10.2004;20.00.00;-200
25.10.2004;21.00.00;-200
25.10.2004;22.00.00;-200
25.10.2004;23.00.00;-200
26.10.2004;00.00.00;-200
26.10.2004;01.00.00;-200
26.10.2004;02.00.00;-200
26.10.2004;03.00.00;-200
26.10.2004;04.00.00;-200
26.10.2004;05.00.00;-200
26.10.2004;06.00.00;-200
26.10.2004;07.00.00;-200
26.10.2004;08.00.00;-200
26.10.2004;09.00.00;-200
26.10.2004;10.00.00;-200
26.10.2004;11.00.00;-200
26.10.2004;12.00.00;-200
26.10.2004;13.00.00;-200
26.10.2004;14.00.00;-200
26.10.2004;15.00.00;-200
26.10.2004;16.00.00;-200
26.10.2004;17.00.00;-200
26.10.2004;18.00.00;-200
26.10.2004;19.00.00;-200
26.10.2004;20.00.00;-200
26.10.2004;21.00.00;-200
26.10.2004;22.00.00;-200
26.10.2004;23.00.00;-200
27.10.2004;00.00.00;-200
27.10.2004;01.00.00;-200
27.10.2004;02.00.00;-200
27.10.2004;03.00.00;-200
27.10.2004;04.00.00;-200
27.10.2004;05.00.00;-200
27.10.2004;06.00.00;-200
27.10.2004;07.00.00;-200
27.10.2004;08.00.00;-200
27.10.2004;09.00.00;-200
27.10.2004;10.00.00;-200
27.10.2004;11.00.00;-200
27.10.2004;12.00.00;-200
27.10.2004;13.00.00;-200
27.10.2004;14.00.00;-200
27.10.2004;15.00.00;-200
27.10.2004;16.00.00;-200
27.10.2004;17.00.00;-200
27.10.2004;18.00.00;-200
27.10.2004;19.00.00;-200
27.10.2004;20.00.00;-200
27.10.2004;21.00.00;-200
27.10.2004;22.00.00;-200
27.10.2004;23.00.00;-200
28.10.2004;00.00.00;-200
28.10.2004;01.00.00;-200
28.10.2004;02.00.00;-200
28.10.2004;03.00.00;-200
28.10.2004;04.00.00;-200
28.10.2004;05.00.00;-200
28.10.2004;06.00.00;-200
28.10.2004;07.00.00;-200
28.10.2004;08.00.00;-200
28.10.2004;09.00.00;-200
28.10.2004;10.00.00;-200
28.10.2004;11.00.00;-200
28.10.2004;12.00.00;-200
28.10.2004;13.00.00;-200
28.10.2004;14.00.00;-200
28.10.2004;15.00.00;-200
28.10.2004;16.00.00;-200
28.10.2004;17.00.00;-200
28.10.2004;18.00.00;-200
28.10.2004;19.00.00;-200
28.10.2004;20.00.00;-200
28.10.2004;21.00.00;-200
28.10.2004;22.00.00;-200
28.10.2004;23.00.00;-200
29.10.2004;00.00.00;-200
29.10.2004;01.00.00;-200
29.10.2004;02.00.00;-200
29.10.2004;03.00.00;-200
29.10.2004;04.00.00;-200
29.10.2004;05.00.00;-200
29.10.2004;06.00.00;-200
29.10.2004;07.00.00;-200
29.10.2004;08.00.00;-200
29.10.2004;09.00.00;-200
29.10.2004;10.00.00;-200
29.10.2004;11.00.00;-200
29.10.2004;12.00.00;-200
29.10.2004;13.00.00;-200
29.10.2004;14.00.00;-200
29.10.2004;15.00.00;-200
29.10.2004;16.00.00;-200
29.10.2004;17.00.00;-200
29.10.2004;18.00.00;-200
29.10.2004;19.00.00;-200
29.10.2004;20.00.00;-200
29.10.2004;21.00.00;-200
29.10.2004;22.00.00;-200
29.10.2004;23.00.00;-200
30.10.2004;00.00.00;-200
30.10.2004;01.00.00;-200
30.10.2004;02.00.00;-200
30.10.2004;03.00.00;-200
30.10.2004;04.00.00;-200
30.10.2004;05.00.00;-200
30.10.2004;06.00.00;-200
30.10.2004;07.00.00;-200
30.10.2004;08.00.00;-200
30.10.2004;09.00.00;-200
30.10.2004;10.00.00;-200
30.10.2004;11.00.00;-200
30.10.2004;12.00.00;-200
30.10.2004;13.00.00;-200
30.10.2004;14.00.00;-200
30.10.2004;15.00.00;-200
30.10.2004;16.00.00;-200
30.10.2004;17.00.00;-200
30.10.2004;18.00.00;-200
30.10.2004;19.00.00;-200
30.10.2004;20.00.00;-200
30.10.2004;21.00.00;-200
30.10.2004;22.00.00;-200
30.10.2004;23.00.00;-200
31.10.2004;00.00.00;-200
31.10.2004;01.00.00;-200
31.10.2004;02.00.00;-200
31.10.2004;03.00.00;-200
31.10.2004;04.00.00;-200
31.10.2004;05.00.00;-200
31.10.2004;06.00.00;-200
31.10.2004;07.00.00;-200
31.10.2004;08.00.00;-200
31.10.2004;09.00.00;-200
31.10.2004;10.00.00;-200
31.10.2004;11.00.00;-200
31.10.2004;12.00.00;-200
31.10.2004;13.00.00;-200
31.10.2004;14.00.00;-200
31.10.2004;15.00.00;-200
31.10.2004;16.00.00;-200
31.10.2004;17.00.00;-200
31.10.2004;18.00.00;-200
31.10.2004;19.00.00;-200
31.10.2004;20.00.00;-200
31.10.2004;21.00.00;-200
31.10.2004;22.00.00;-200
31.10.2004;23.00.00;-200
01.11.2004;00.00.00;-200
01.11.2004;01.00.00;-200
01.11.2004;02.00.00;-200
01.11.2004;03.00.00;-200
01.11.2004;04.00.00;-200
01.11.2004;05.00.00;-200
01.11.2004;06.00.00;-200
01.11.2004;07.00.00;-200
01.11.2004;08.00.00;-200
01.11.2004;09.00.00;-200
01.11.2004;10.00.00;-200
01.11.2004;11.00.00;-200
01.11.2004;12.00.00;-200
01.11.2004;13.00.00;-200
01.11.2004;14.00.00;-200
01.11.2004;15.00.00;-200
01.11.2004;16.00.00;-200
01.11.2004;17.00.00;-200
01.11.2004;18.00.00;-200
01.11.2004;19.00.00;-200
01.11.2004;20.00.00;-200
01.11.2004;21.00.00;-200
01.11.2004;22.00.00;-200
01.11.2004;23.00.00;-200
02.11.2004;00.00.00;-200
02.11.2004;01.00.00;-200
02.11.2004;02.00.00;-200
02.11.2004;03.00.00;-200
02.11.2004;04.00.00;-200
02.11.2004;05.00.00;-200
02.11.2004;06.00.00;-200
02.11.2004;07.00.00;-200
02.11.2004;08.00.00;-200
02.11.2004;09.00.00;-200
02.11.2004;10.00.00;-200
02.11.2004;11.00.00;-200
02.11.2004;12.00.00;-200
02.11.2004;13.00.00;-200
02.11.2004;14.00.00;-200
02.11.2004;15.00.00;-200
02.11.2004;16.00.00;-200
02.11.2004;17.00.00;-200
02.11.2004;18.00.00;-200
02.11.2004;19.00.00;-200
02.11.2004;20.00.00;-200
02.11.2004;21.00.00;-200
02.11.2004;22.00.00;-200
02.11.2004;23.00.00;-200
03.11.2004;00.00.00;-200
03.11.2004;01.00.00;-200
03.11.2004;02.00.00;-200
03.11.2004;03.00.00;-200
03.11.2004;04.00.00;-200
03.11.2004;05.00.00;-200
03.11.2004;06.00.00;-200
03.11.2004;07.00.00;-200
03.11.2004;08.00.00;-200
03.11.2004;09.00.00;-200
03.11.2004;10.00.00;-200
03.11.2004;11.00.00;-200
03.11.2004;12.00.00;-200
03.11.2004;13.00.00;-200
03.11.2004;14.00.00;-200
03.11.2004;15.00.00;-200
03.11.2004;16.00.00;-200
03.11.2004;17.00.00;-200
03.11.2004;18.00.00;-200
03.11.2004;19.00.00;-200
03.11.2004;20.00.00;-200
03.11.2004;21.00.00;-200
03.11.2004;22.00.00;-200
03.11.2004;23.00.00;-200
04.11.2004;00.00.00;-200
04.11.2004;01.00.00;-200
04.11.2004;02.00.00;-200
04.11.2004;03.00.00;-200
04.11.2004;04.00.00;-200
04.11.2004;05.00.00;-200
04.11.2004;06.00.00;-200
04.11.2004;07.00.00;-200
04.11.2004;08.00.00;-200
04.11.2004;09.00.00;-200
