Date;Time;PT08.S2(NMHC)
15.09.2004;11.00.00;1340
15.09.2004;12.00.00;1324
15.09.2004;13.00.00;1217
15.09.2004;14.00.00;1184
15.09.2004;15.00.00;1257
15.09.2004;16.00.00;1215
15.09.2004;17.00.00;1220
15.09.2004;18.00.00;1519
15.09.2004;19.00.00;1593
15.09.2004;20.00.00;1299
15.09.2004;21.00.00;946
15.09.2004;22.00.00;989
15.09.2004;23.00.00;923
16.09.2004;00.00.00;925
16.09.2004;01.00.00;753
16.09.2004;02.00.00;623
16.09.2004;03.00.00;725
16.09.2004;04.00.00;738
16.09.2004;05.00.00;840
16.09.2004;06.00.00;982
16.09.2004;07.00.00;1387
16.09.2004;08.00.00;1430
16.09.2004;09.00.00;1341
16.09.2004;10.00.00;1083
16.09.2004;11.00.00;850
16.09.2004;12.00.00;979
16.09.2004;13.00.00;1039
16.09.2004;14.00.00;972
16.09.2004;15.00.00;985
16.09.2004;16.00.00;1048
16.09.2004;17.00.00;1231
16.09.2004;18.00.00;1263
16.09.2004;19.00.00;1227
16.09.2004;20.00.00;1110
16.09.2004;21.00.00;955
16.09.2004;22.00.00;964
16.09.2004;23.00.00;922
17.09.2004;00.00.00;1005
17.09.2004;01.00.00;817
17.09.2004;02.00.00;667
17.09.2004;03.00.00;585
17.09.2004;04.00.00;521
17.09.2004;05.00.00;528
17.09.2004;06.00.00;598
17.09.2004;07.00.00;1136
17.09.2004;08.00.00;965
17.09.2004;09.00.00;845
17.09.2004;10.00.00;881
17.09.2004;11.00.00;926
17.09.2004;12.00.00;940
17.09.2004;13.00.00;1004
17.09.2004;14.00.00;828
17.09.2004;15.00.00;956
17.09.2004;16.00.00;1068
17.09.2004;17.00.00;1155
17.09.2004;18.00.00;1143
17.09.2004;19.00.00;1178
17.09.2004;20.00.00;977
17.09.2004;21.00.00;852
17.09.2004;22.00.00;790
17.09.2004;23.00.00;826
18.09.2004;00.00.00;844
18.09.2004;01.00.00;694
18.09.2004;02.00.00;664
18.09.2004;03.00.00;616
18.09.2004;04.00.00;636
18.09.2004;05.00.00;609
18.09.2004;06.00.00;690
18.09.2004;07.00.00;830
18.09.2004;08.00.00;765
18.09.2004;09.00.00;895
18.09.2004;10.00.00;838
18.09.2004;11.00.00;776
18.09.2004;12.00.00;838
18.09.2004;13.00.00;881
18.09.2004;14.00.00;765
18.09.2004;15.00.00;779
18.09.2004;16.00.00;781
18.09.2004;17.00.00;835
18.09.2004;18.00.00;947
18.09.2004;19.00.00;1037
18.09.2004;20.00.00;946
18.09.2004;21.00.00;879
18.09.2004;22.00.00;938
18.09.2004;23.00.00;1055
19.09.2004;00.00.00;996
19.09.2004;01.00.00;862
19.09.2004;02.00.00;823
19.09.2004;03.00.00;890
19.09.2004;04.00.00;699
19.09.2004;05.00.00;609
19.09.2004;06.00.00;644
19.09.2004;07.00.00;754
19.09.2004;08.00.00;886
19.09.2004;09.00.00;933
19.09.2004;10.00.00;1002
19.09.2004;11.00.00;984
19.09.2004;12.00.00;1015
19.09.2004;13.00.00;1047
19.09.2004;14.00.00;1009
19.09.2004;15.00.00;768
19.09.2004;16.00.00;910
19.09.2004;17.00.00;1317
19.09.2004;18.00.00;1204
19.09.2004;19.00.00;1306
19.09.2004;20.00.00;1159
19.09.2004;21.00.00;931
19.09.2004;22.00.00;920
19.09.2004;23.00.00;929
20.09.2004;00.00.00;800
20.09.2004;01.00.00;713
20.09.2004;02.00.00;655
20.09.2004;03.00.00;597
20.09.2004;04.00.00;601
20.09.2004;05.00.00;631
20.09.2004;06.00.00;748
20.09.2004;07.00.00;1344
20.09.2004;08.00.00;1601
20.09.2004;09.00.00;1490
20.09.2004;10.00.00;1243
20.09.2004;11.00.00;1258
20.09.2004;12.00.00;1227
20.09.2004;13.00.00;1188
20.09.2004;14.00.00;1044
20.09.2004;15.00.00;1045
20.09.2004;16.00.00;1163
20.09.2004;17.00.00;1522
20.09.2004;18.00.00;1577
20.09.2004;19.00.00;1663
20.09.2004;20.00.00;1282
20.09.2004;21.00.00;1039
20.09.2004;22.00.00;972
20.09.2004;23.00.00;885
21.09.2004;00.00.00;732
21.09.2004;01.00.00;714
21.09.2004;02.00.00;656
21.09.2004;03.00.00;612
21.09.2004;04.00.00;589
21.09.2004;05.00.00;673
21.09.2004;06.00.00;905
21.09.2004;07.00.00;1584
21.09.2004;08.00.00;1795
21.09.2004;09.00.00;1487
21.09.2004;10.00.00;1408
21.09.2004;11.00.00;1209
21.09.2004;12.00.00;1231
21.09.2004;13.00.00;1277
21.09.2004;14.00.00;1073
21.09.2004;15.00.00;1136
21.09.2004;16.00.00;1233
21.09.2004;17.00.00;1468
21.09.2004;18.00.00;1559
21.09.2004;19.00.00;1520
21.09.2004;20.00.00;1297
21.09.2004;21.00.00;1047
21.09.2004;22.00.00;903
21.09.2004;23.00.00;885
22.09.2004;00.00.00;808
22.09.2004;01.00.00;768
22.09.2004;02.00.00;613
22.09.2004;03.00.00;612
22.09.2004;04.00.00;702
22.09.2004;05.00.00;764
22.09.2004;06.00.00;965
22.09.2004;07.00.00;1452
22.09.2004;08.00.00;1648
22.09.2004;09.00.00;1528
22.09.2004;10.00.00;1298
22.09.2004;11.00.00;1247
22.09.2004;12.00.00;1099
22.09.2004;13.00.00;1117
22.09.2004;14.00.00;1052
22.09.2004;15.00.00;1159
22.09.2004;16.00.00;1184
22.09.2004;17.00.00;1486
22.09.2004;18.00.00;1458
22.09.2004;19.00.00;1473
22.09.2004;20.00.00;1249
22.09.2004;21.00.00;1045
22.09.2004;22.00.00;1032
22.09.2004;23.00.00;964
23.09.2004;00.00.00;898
23.09.2004;01.00.00;854
23.09.2004;02.00.00;694
23.09.2004;03.00.00;615
23.09.2004;04.00.00;602
23.09.2004;05.00.00;620
23.09.2004;06.00.00;828
23.09.2004;07.00.00;1340
23.09.2004;08.00.00;1264
23.09.2004;09.00.00;1244
23.09.2004;10.00.00;1141
23.09.2004;11.00.00;1177
23.09.2004;12.00.00;1184
23.09.2004;13.00.00;1217
23.09.2004;14.00.00;1175
23.09.2004;15.00.00;1150
23.09.2004;16.00.00;1264
23.09.2004;17.00.00;1434
23.09.2004;18.00.00;1458
23.09.2004;19.00.00;1444
23.09.2004;20.00.00;1206
23.09.2004;21.00.00;1070
23.09.2004;22.00.00;991
23.09.2004;23.00.00;934
24.09.2004;00.00.00;835
24.09.2004;01.00.00;780
24.09.2004;02.00.00;744
24.09.2004;03.00.00;581
24.09.2004;04.00.00;618
24.09.2004;05.00.00;639
24.09.2004;06.00.00;915
24.09.2004;07.00.00;1328
24.09.2004;08.00.00;1641
24.09.2004;09.00.00;1538
24.09.2004;10.00.00;1305
24.09.2004;11.00.00;1252
24.09.2004;12.00.00;1359
24.09.2004;13.00.00;1477
24.09.2004;14.00.00;1403
24.09.2004;15.00.00;1277
24.09.2004;16.00.00;1133
24.09.2004;17.00.00;1017
24.09.2004;18.00.00;993
24.09.2004;19.00.00;997
24.09.2004;20.00.00;805
24.09.2004;21.00.00;596
24.09.2004;22.00.00;584
24.09.2004;23.00.00;701
25.09.2004;00.00.00;705
25.09.2004;01.00.00;693
25.09.2004;02.00.00;563
25.09.2004;03.00.00;499
25.09.2004;04.00.00;495
25.09.2004;05.00.00;486
25.09.2004;06.00.00;525
25.09.2004;07.00.00;591
25.09.2004;08.00.00;619
25.09.2004;09.00.00;744
25.09.2004;10.00.00;729
25.09.2004;11.00.00;834
25.09.2004;12.00.00;813
25.09.2004;13.00.00;812
25.09.2004;14.00.00;740
25.09.2004;15.00.00;705
25.09.2004;16.00.00;743
25.09.2004;17.00.00;844
25.09.2004;18.00.00;935
25.09.2004;19.00.00;971
25.09.2004;20.00.00;1007
25.09.2004;21.00.00;875
25.09.2004;22.00.00;989
25.09.2004;23.00.00;1111
26.09.2004;00.00.00;1013
26.09.2004;01.00.00;1040
26.09.2004;02.00.00;893
26.09.2004;03.00.00;885
26.09.2004;04.00.00;786
26.09.2004;05.00.00;739
26.09.2004;06.00.00;671
26.09.2004;07.00.00;785
26.09.2004;08.00.00;908
26.09.2004;09.00.00;651
26.09.2004;10.00.00;655
26.09.2004;11.00.00;680
26.09.2004;12.00.00;688
26.09.2004;13.00.00;711
26.09.2004;14.00.00;722
26.09.2004;15.00.00;657
26.09.2004;16.00.00;685
26.09.2004;17.00.00;987
26.09.2004;18.00.00;891
26.09.2004;19.00.00;1004
26.09.2004;20.00.00;870
26.09.2004;21.00.00;887
26.09.2004;22.00.00;925
26.09.2004;23.00.00;978
27.09.2004;00.00.00;920
27.09.2004;01.00.00;802
27.09.2004;02.00.00;764
27.09.2004;03.00.00;648
27.09.2004;04.00.00;674
27.09.2004;05.00.00;794
27.09.2004;06.00.00;941
27.09.2004;07.00.00;1477
27.09.2004;08.00.00;1262
27.09.2004;09.00.00;908
27.09.2004;10.00.00;943
27.09.2004;11.00.00;947
27.09.2004;12.00.00;910
27.09.2004;13.00.00;942
27.09.2004;14.00.00;949
27.09.2004;15.00.00;962
27.09.2004;16.00.00;1042
27.09.2004;17.00.00;1219
27.09.2004;18.00.00;1233
27.09.2004;19.00.00;1322
27.09.2004;20.00.00;1144
27.09.2004;21.00.00;1024
27.09.2004;22.00.00;914
27.09.2004;23.00.00;849
28.09.2004;00.00.00;758
28.09.2004;01.00.00;680
28.09.2004;02.00.00;637
28.09.2004;03.00.00;595
28.09.2004;04.00.00;595
28.09.2004;05.00.00;704
28.09.2004;06.00.00;871
28.09.2004;07.00.00;1164
28.09.2004;08.00.00;1482
28.09.2004;09.00.00;1332
28.09.2004;10.00.00;1294
28.09.2004;11.00.00;1280
28.09.2004;12.00.00;1347
28.09.2004;13.00.00;1344
28.09.2004;14.00.00;1265
28.09.2004;15.00.00;1084
28.09.2004;16.00.00;1264
28.09.2004;17.00.00;1474
28.09.2004;18.00.00;1706
28.09.2004;19.00.00;1756
28.09.2004;20.00.00;1379
28.09.2004;21.00.00;1037
28.09.2004;22.00.00;911
28.09.2004;23.00.00;796
29.09.2004;00.00.00;805
29.09.2004;01.00.00;718
29.09.2004;02.00.00;601
29.09.2004;03.00.00;581
29.09.2004;04.00.00;596
29.09.2004;05.00.00;586
29.09.2004;06.00.00;713
29.09.2004;07.00.00;1097
29.09.2004;08.00.00;1504
29.09.2004;09.00.00;1518
29.09.2004;10.00.00;1334
29.09.2004;11.00.00;1272
29.09.2004;12.00.00;1286
29.09.2004;13.00.00;1175
29.09.2004;14.00.00;1099
29.09.2004;15.00.00;1176
29.09.2004;16.00.00;1295
29.09.2004;17.00.00;1340
29.09.2004;18.00.00;1573
29.09.2004;19.00.00;1643
29.09.2004;20.00.00;1373
29.09.2004;21.00.00;1061
29.09.2004;22.00.00;1012
29.09.2004;23.00.00;860
30.09.2004;00.00.00;798
30.09.2004;01.00.00;776
30.09.2004;02.00.00;644
30.09.2004;03.00.00;577
30.09.2004;04.00.00;611
30.09.2004;05.00.00;710
30.09.2004;06.00.00;901
30.09.2004;07.00.00;1425
30.09.2004;08.00.00;1692
30.09.2004;09.00.00;1321
30.09.2004;10.00.00;1356
30.09.2004;11.00.00;1390
30.09.2004;12.00.00;1008
30.09.2004;13.00.00;1021
30.09.2004;14.00.00;1151
30.09.2004;15.00.00;1223
30.09.2004;16.00.00;1388
30.09.2004;17.00.00;1683
30.09.2004;18.00.00;1643
30.09.2004;19.00.00;1553
30.09.2004;20.00.00;1296
30.09.2004;21.00.00;997
30.09.2004;22.00.00;938
30.09.2004;23.00.00;1004
01.10.2004;00.00.00;993
01.10.2004;01.00.00;967
01.10.2004;02.00.00;851
01.10.2004;03.00.00;709
01.10.2004;04.00.00;655
01.10.2004;05.00.00;726
01.10.2004;06.00.00;972
01.10.2004;07.00.00;1217
01.10.2004;08.00.00;1501
01.10.2004;09.00.00;1311
01.10.2004;10.00.00;1330
01.10.2004;11.00.00;1294
01.10.2004;12.00.00;1326
01.10.2004;13.00.00;1359
01.10.2004;14.00.00;-200
01.10.2004;15.00.00;1079
01.10.2004;16.00.00;1251
01.10.2004;17.00.00;1466
01.10.2004;18.00.00;1536
01.10.2004;19.00.00;1637
01.10.2004;20.00.00;1293
01.10.2004;21.00.00;1100
01.10.2004;22.00.00;1022
01.10.2004;23.00.00;944
02.10.2004;00.00.00;1012
02.10.2004;01.00.00;914
02.10.2004;02.00.00;860
02.10.2004;03.00.00;730
02.10.2004;04.00.00;711
02.10.2004;05.00.00;804
02.10.2004;06.00.00;827
02.10.2004;07.00.00;1061
02.10.2004;08.00.00;1093
02.10.2004;09.00.00;1066
02.10.2004;10.00.00;997
02.10.2004;11.00.00;1053
02.10.2004;12.00.00;1053
02.10.2004;13.00.00;1023
02.10.2004;14.00.00;867
02.10.2004;15.00.00;928
02.10.2004;16.00.00;962
02.10.2004;17.00.00;1037
02.10.2004;18.00.00;1072
02.10.2004;19.00.00;1315
02.10.2004;20.00.00;1234
02.10.2004;21.00.00;1021
02.10.2004;22.00.00;1007
02.10.2004;23.00.00;953
03.10.2004;00.00.00;921
03.10.2004;01.00.00;836
03.10.2004;02.00.00;768
03.10.2004;03.00.00;740
03.10.2004;04.00.00;703
03.10.2004;05.00.00;672
03.10.2004;06.00.00;665
03.10.2004;07.00.00;781
03.10.2004;08.00.00;795
03.10.2004;09.00.00;880
03.10.2004;10.00.00;1003
03.10.2004;11.00.00;916
03.10.2004;12.00.00;1025
03.10.2004;13.00.00;911
03.10.2004;14.00.00;814
03.10.2004;15.00.00;843
03.10.2004;16.00.00;823
03.10.2004;17.00.00;887
03.10.2004;18.00.00;1015
03.10.2004;19.00.00;1320
03.10.2004;20.00.00;1336
03.10.2004;21.00.00;992
03.10.2004;22.00.00;911
03.10.2004;23.00.00;890
04.10.2004;00.00.00;789
04.10.2004;01.00.00;772
04.10.2004;02.00.00;666
04.10.2004;03.00.00;632
04.10.2004;04.00.00;652
04.10.2004;05.00.00;713
04.10.2004;06.00.00;795
04.10.2004;07.00.00;1018
04.10.2004;08.00.00;1299
04.10.2004;09.00.00;1393
04.10.2004;10.00.00;1324
04.10.2004;11.00.00;1346
04.10.2004;12.00.00;1355
04.10.2004;13.00.00;1247
04.10.2004;14.00.00;1124
04.10.2004;15.00.00;1147
04.10.2004;16.00.00;1328
04.10.2004;17.00.00;1558
04.10.2004;18.00.00;1805
04.10.2004;19.00.00;1866
04.10.2004;20.00.00;1331
04.10.2004;21.00.00;979
04.10.2004;22.00.00;936
04.10.2004;23.00.00;875
05.10.2004;00.00.00;831
05.10.2004;01.00.00;693
05.10.2004;02.00.00;620
05.10.2004;03.00.00;631
05.10.2004;04.00.00;620
05.10.2004;05.00.00;717
05.10.2004;06.00.00;889
05.10.2004;07.00.00;1569
05.10.2004;08.00.00;1465
05.10.2004;09.00.00;1339
05.10.2004;10.00.00;1373
05.10.2004;11.00.00;1276
05.10.2004;12.00.00;1559
05.10.2004;13.00.00;1389
05.10.2004;14.00.00;1212
05.10.2004;15.00.00;1136
05.10.2004;16.00.00;1340
05.10.2004;17.00.00;1595
05.10.2004;18.00.00;1782
05.10.2004;19.00.00;1805
05.10.2004;20.00.00;1402
05.10.2004;21.00.00;1304
05.10.2004;22.00.00;1077
05.10.2004;23.00.00;928
06.10.2004;00.00.00;850
06.10.2004;01.00.00;780
06.10.2004;02.00.00;743
06.10.2004;03.00.00;665
06.10.2004;04.00.00;636
06.10.2004;05.00.00;686
06.10.2004;06.00.00;823
06.10.2004;07.00.00;1409
06.10.2004;08.00.00;1596
06.10.2004;09.00.00;1449
06.10.2004;10.00.00;1186
06.10.2004;11.00.00;1231
06.10.2004;12.00.00;1195
06.10.2004;13.00.00;1249
06.10.2004;14.00.00;1137
06.10.2004;15.00.00;1213
06.10.2004;16.00.00;1216
06.10.2004;17.00.00;1419
06.10.2004;18.00.00;1476
06.10.2004;19.00.00;1852
06.10.2004;20.00.00;1573
06.10.2004;21.00.00;1204
06.10.2004;22.00.00;1014
06.10.2004;23.00.00;1029
07.10.2004;00.00.00;972
07.10.2004;01.00.00;762
07.10.2004;02.00.00;696
07.10.2004;03.00.00;660
07.10.2004;04.00.00;643
07.10.2004;05.00.00;732
07.10.2004;06.00.00;873
07.10.2004;07.00.00;1280
07.10.2004;08.00.00;1711
07.10.2004;09.00.00;1357
07.10.2004;10.00.00;1255
07.10.2004;11.00.00;1116
07.10.2004;12.00.00;1165
07.10.2004;13.00.00;1172
07.10.2004;14.00.00;1172
07.10.2004;15.00.00;1075
07.10.2004;16.00.00;1157
07.10.2004;17.00.00;1522
07.10.2004;18.00.00;1458
07.10.2004;19.00.00;1709
07.10.2004;20.00.00;1680
07.10.2004;21.00.00;1194
07.10.2004;22.00.00;1016
07.10.2004;23.00.00;1008
08.10.2004;00.00.00;964
08.10.2004;01.00.00;836
08.10.2004;02.00.00;688
08.10.2004;03.00.00;670
08.10.2004;04.00.00;731
08.10.2004;05.00.00;790
08.10.2004;06.00.00;1009
08.10.2004;07.00.00;1578
08.10.2004;08.00.00;1424
08.10.2004;09.00.00;1409
08.10.2004;10.00.00;1539
08.10.2004;11.00.00;1323
08.10.2004;12.00.00;1285
08.10.2004;13.00.00;1331
08.10.2004;14.00.00;1238
08.10.2004;15.00.00;1311
08.10.2004;16.00.00;1167
08.10.2004;17.00.00;1275
08.10.2004;18.00.00;1296
08.10.2004;19.00.00;1327
08.10.2004;20.00.00;1256
08.10.2004;21.00.00;1061
08.10.2004;22.00.00;990
08.10.2004;23.00.00;961
09.10.2004;00.00.00;975
09.10.2004;01.00.00;923
09.10.2004;02.00.00;871
09.10.2004;03.00.00;785
09.10.2004;04.00.00;770
09.10.2004;05.00.00;890
09.10.2004;06.00.00;907
09.10.2004;07.00.00;1229
09.10.2004;08.00.00;1298
09.10.2004;09.00.00;1260
09.10.2004;10.00.00;1282
09.10.2004;11.00.00;1082
09.10.2004;12.00.00;1246
09.10.2004;13.00.00;1187
09.10.2004;14.00.00;1016
09.10.2004;15.00.00;1177
09.10.2004;16.00.00;1123
09.10.2004;17.00.00;1293
09.10.2004;18.00.00;1343
09.10.2004;19.00.00;1447
09.10.2004;20.00.00;1218
09.10.2004;21.00.00;1022
09.10.2004;22.00.00;935
09.10.2004;23.00.00;1155
10.10.2004;00.00.00;1217
10.10.2004;01.00.00;1046
10.10.2004;02.00.00;903
10.10.2004;03.00.00;759
10.10.2004;04.00.00;686
10.10.2004;05.00.00;695
10.10.2004;06.00.00;825
10.10.2004;07.00.00;886
10.10.2004;08.00.00;826
10.10.2004;09.00.00;795
10.10.2004;10.00.00;767
10.10.2004;11.00.00;941
10.10.2004;12.00.00;952
10.10.2004;13.00.00;807
10.10.2004;14.00.00;732
10.10.2004;15.00.00;804
10.10.2004;16.00.00;841
10.10.2004;17.00.00;890
10.10.2004;18.00.00;915
10.10.2004;19.00.00;910
10.10.2004;20.00.00;905
10.10.2004;21.00.00;817
10.10.2004;22.00.00;844
10.10.2004;23.00.00;838
11.10.2004;00.00.00;817
11.10.2004;01.00.00;811
11.10.2004;02.00.00;536
11.10.2004;03.00.00;558
11.10.2004;04.00.00;576
11.10.2004;05.00.00;679
11.10.2004;06.00.00;865
11.10.2004;07.00.00;1267
11.10.2004;08.00.00;1416
11.10.2004;09.00.00;1444
11.10.2004;10.00.00;1213
11.10.2004;11.00.00;1058
11.10.2004;12.00.00;1155
11.10.2004;13.00.00;1248
11.10.2004;14.00.00;1217
11.10.2004;15.00.00;1120
11.10.2004;16.00.00;1248
11.10.2004;17.00.00;1429
11.10.2004;18.00.00;1356
11.10.2004;19.00.00;1335
11.10.2004;20.00.00;1185
11.10.2004;21.00.00;987
11.10.2004;22.00.00;934
11.10.2004;23.00.00;833
12.10.2004;00.00.00;769
12.10.2004;01.00.00;742
12.10.2004;02.00.00;593
12.10.2004;03.00.00;616
12.10.2004;04.00.00;666
12.10.2004;05.00.00;705
12.10.2004;06.00.00;810
12.10.2004;07.00.00;1110
12.10.2004;08.00.00;1141
12.10.2004;09.00.00;917
12.10.2004;10.00.00;941
12.10.2004;11.00.00;911
12.10.2004;12.00.00;957
12.10.2004;13.00.00;1053
12.10.2004;14.00.00;875
12.10.2004;15.00.00;898
12.10.2004;16.00.00;894
12.10.2004;17.00.00;1012
12.10.2004;18.00.00;1053
12.10.2004;19.00.00;1140
12.10.2004;20.00.00;813
12.10.2004;21.00.00;729
12.10.2004;22.00.00;716
12.10.2004;23.00.00;659
13.10.2004;00.00.00;600
13.10.2004;01.00.00;543
13.10.2004;02.00.00;485
13.10.2004;03.00.00;444
13.10.2004;04.00.00;449
13.10.2004;05.00.00;466
13.10.2004;06.00.00;599
13.10.2004;07.00.00;800
13.10.2004;08.00.00;809
13.10.2004;09.00.00;809
13.10.2004;10.00.00;776
13.10.2004;11.00.00;853
13.10.2004;12.00.00;886
13.10.2004;13.00.00;871
13.10.2004;14.00.00;864
13.10.2004;15.00.00;810
13.10.2004;16.00.00;910
13.10.2004;17.00.00;1022
13.10.2004;18.00.00;983
13.10.2004;19.00.00;1001
13.10.2004;20.00.00;867
13.10.2004;21.00.00;732
13.10.2004;22.00.00;698
13.10.2004;23.00.00;698
14.10.2004;00.00.00;712
14.10.2004;01.00.00;602
14.10.2004;02.00.00;506
14.10.2004;03.00.00;483
14.10.2004;04.00.00;475
14.10.2004;05.00.00;517
14.10.2004;06.00.00;663
14.10.2004;07.00.00;985
14.10.2004;08.00.00;1103
14.10.2004;09.00.00;976
14.10.2004;10.00.00;942
14.10.2004;11.00.00;901
14.10.2004;12.00.00;968
14.10.2004;13.00.00;966
14.10.2004;14.00.00;1049
14.10.2004;15.00.00;1024
14.10.2004;16.00.00;993
14.10.2004;17.00.00;1064
14.10.2004;18.00.00;1135
14.10.2004;19.00.00;1324
14.10.2004;20.00.00;1237
14.10.2004;21.00.00;872
14.10.2004;22.00.00;754
14.10.2004;23.00.00;756
15.10.2004;00.00.00;887
15.10.2004;01.00.00;730
15.10.2004;02.00.00;649
15.10.2004;03.00.00;590
15.10.2004;04.00.00;604
15.10.2004;05.00.00;681
15.10.2004;06.00.00;977
15.10.2004;07.00.00;1311
15.10.2004;08.00.00;1358
15.10.2004;09.00.00;1405
15.10.2004;10.00.00;1221
15.10.2004;11.00.00;1122
15.10.2004;12.00.00;1149
15.10.2004;13.00.00;1247
15.10.2004;14.00.00;1085
15.10.2004;15.00.00;1243
15.10.2004;16.00.00;1381
15.10.2004;17.00.00;1426
15.10.2004;18.00.00;1342
15.10.2004;19.00.00;1119
15.10.2004;20.00.00;1045
15.10.2004;21.00.00;766
15.10.2004;22.00.00;849
15.10.2004;23.00.00;756
16.10.2004;00.00.00;865
16.10.2004;01.00.00;785
16.10.2004;02.00.00;649
16.10.2004;03.00.00;692
16.10.2004;04.00.00;686
16.10.2004;05.00.00;747
16.10.2004;06.00.00;851
16.10.2004;07.00.00;886
16.10.2004;08.00.00;1057
16.10.2004;09.00.00;964
16.10.2004;10.00.00;961
16.10.2004;11.00.00;910
16.10.2004;12.00.00;857
16.10.2004;13.00.00;906
16.10.2004;14.00.00;737
16.10.2004;15.00.00;789
16.10.2004;16.00.00;927
16.10.2004;17.00.00;929
16.10.2004;18.00.00;1118
16.10.2004;19.00.00;958
16.10.2004;20.00.00;893
16.10.2004;21.00.00;822
16.10.2004;22.00.00;712
16.10.2004;23.00.00;735
17.10.2004;00.00.00;628
17.10.2004;01.00.00;633
17.10.2004;02.00.00;698
17.10.2004;03.00.00;690
17.10.2004;04.00.00;602
17.10.2004;05.00.00;558
17.10.2004;06.00.00;595
17.10.2004;07.00.00;604
17.10.2004;08.00.00;754
17.10.2004;09.00.00;792
17.10.2004;10.00.00;850
17.10.2004;11.00.00;821
17.10.2004;12.00.00;848
17.10.2004;13.00.00;1020
17.10.2004;14.00.00;1057
17.10.2004;15.00.00;748
17.10.2004;16.00.00;769
17.10.2004;17.00.00;1072
17.10.2004;18.00.00;1037
17.10.2004;19.00.00;1074
17.10.2004;20.00.00;968
17.10.2004;21.00.00;891
17.10.2004;22.00.00;850
17.10.2004;23.00.00;904
18.10.2004;00.00.00;784
18.10.2004;01.00.00;732
18.10.2004;02.00.00;614
18.10.2004;03.00.00;555
18.10.2004;04.00.00;570
18.10.2004;05.00.00;661
18.10.2004;06.00.00;947
18.10.2004;07.00.00;1319
18.10.2004;08.00.00;1473
18.10.2004;09.00.00;1230
18.10.2004;10.00.00;1124
18.10.2004;11.00.00;1203
18.10.2004;12.00.00;1179
18.10.2004;13.00.00;1293
18.10.2004;14.00.00;1253
18.10.2004;15.00.00;1334
18.10.2004;16.00.00;1372
18.10.2004;17.00.00;1697
18.10.2004;18.00.00;1745
18.10.2004;19.00.00;1604
18.10.2004;20.00.00;1534
18.10.2004;21.00.00;1124
18.10.2004;22.00.00;898
18.10.2004;23.00.00;875
19.10.2004;00.00.00;864
19.10.2004;01.00.00;898
19.10.2004;02.00.00;835
19.10.2004;03.00.00;773
19.10.2004;04.00.00;792
19.10.2004;05.00.00;859
19.10.2004;06.00.00;1031
19.10.2004;07.00.00;1343
19.10.2004;08.00.00;1726
19.10.2004;09.00.00;1552
19.10.2004;10.00.00;1416
19.10.2004;11.00.00;1435
19.10.2004;12.00.00;1468
19.10.2004;13.00.00;1286
19.10.2004;14.00.00;1097
19.10.2004;15.00.00;1158
19.10.2004;16.00.00;1151
19.10.2004;17.00.00;1326
19.10.2004;18.00.00;1393
19.10.2004;19.00.00;1447
19.10.2004;20.00.00;1483
19.10.2004;21.00.00;1415
19.10.2004;22.00.00;1305
19.10.2004;23.00.00;1141
20.10.2004;00.00.00;1077
20.10.2004;01.00.00;979
20.10.2004;02.00.00;951
20.10.2004;03.00.00;950
20.10.2004;04.00.00;931
20.10.2004;05.00.00;985
20.10.2004;06.00.00;1086
20.10.2004;07.00.00;1457
20.10.2004;08.00.00;1728
20.10.2004;09.00.00;1459
20.10.2004;10.00.00;1379
20.10.2004;11.00.00;1455
20.10.2004;12.00.00;1506
20.10.2004;13.00.00;1503
20.10.2004;14.00.00;1418
20.10.2004;15.00.00;1362
20.10.2004;16.00.00;1573
20.10.2004;17.00.00;1846
20.10.2004;18.00.00;1770
20.10.2004;19.00.00;1684
20.10.2004;20.00.00;1553
20.10.2004;21.00.00;1360
20.10.2004;22.00.00;1229
20.10.2004;23.00.00;1283
21.10.2004;00.00.00;1359
21.10.2004;01.00.00;1161
21.10.2004;02.00.00;951
21.10.2004;03.00.00;812
21.10.2004;04.00.00;839
21.10.2004;05.00.00;771
21.10.2004;06.00.00;932
21.10.2004;07.00.00;1198
21.10.2004;08.00.00;1412
21.10.2004;09.00.00;1313
21.10.2004;10.00.00;1167
21.10.2004;11.00.00;1058
21.10.2004;12.00.00;1230
21.10.2004;13.00.00;1143
21.10.2004;14.00.00;1148
21.10.2004;15.00.00;1200
21.10.2004;16.00.00;1230
21.10.2004;17.00.00;1322
21.10.2004;18.00.00;1520
21.10.2004;19.00.00;1661
21.10.2004;20.00.00;1492
21.10.2004;21.00.00;1427
21.10.2004;22.00.00;1409
21.10.2004;23.00.00;1357
22.10.2004;00.00.00;1090
22.10.2004;01.00.00;895
22.10.2004;02.00.00;807
22.10.2004;03.00.00;714
22.10.2004;04.00.00;741
22.10.2004;05.00.00;804
22.10.2004;06.00.00;834
22.10.2004;07.00.00;1282
22.10.2004;08.00.00;1503
22.10.2004;09.00.00;1261
22.10.2004;10.00.00;1248
22.10.2004;11.00.00;1125
22.10.2004;12.00.00;1194
22.10.2004;13.00.00;1375
22.10.2004;14.00.00;1358
22.10.2004;15.00.00;1352
22.10.2004;16.00.00;1496
22.10.2004;17.00.00;1546
22.10.2004;18.00.00;1771
22.10.2004;19.00.00;1666
22.10.2004;20.00.00;1443
22.10.2004;21.00.00;1107
22.10.2004;22.00.00;965
22.10.2004;23.00.00;970
23.10.2004;00.00.00;983
